Date,ADAUSDT_daily_alpha_forecast,ADAUSDT_daily_one_perc_change,ADAUSDT_daily_block_value,ADAUSDT_daily_price_volatility,ADAUSDT_daily_cash_vol_daily,ADAUSDT_daily_std_dev,ADAUSDT_daily_icv,ADAUSDT_daily_ivv,ADAUSDT_daily_vol_scalar,ADAUSDT_daily_alpha_subsystem_position,ADAUSDT_daily_alpha_trades_needed,ADAUSDT_daily_alpha_target_pos,ADAUSDT_daily_execution_price,ADAUSDT_daily_daily_instrument_pnls,ADAUSDT_daily_daily_current_pnls,ADAUSDT_daily_alpha_current_pos,AVAXUSDT_daily_alpha_forecast,AVAXUSDT_daily_one_perc_change,AVAXUSDT_daily_block_value,AVAXUSDT_daily_price_volatility,AVAXUSDT_daily_cash_vol_daily,AVAXUSDT_daily_std_dev,AVAXUSDT_daily_icv,AVAXUSDT_daily_ivv,AVAXUSDT_daily_vol_scalar,AVAXUSDT_daily_alpha_subsystem_position,AVAXUSDT_daily_alpha_trades_needed,AVAXUSDT_daily_alpha_target_pos,AVAXUSDT_daily_execution_price,AVAXUSDT_daily_daily_instrument_pnls,AVAXUSDT_daily_daily_current_pnls,AVAXUSDT_daily_alpha_current_pos,AUM,NAV
2021-01-12,11.981323188665089,0.0028888000000000004,0.0028888000000000004,346.16,128996.83154722497,1.0,0.9999870080000002,0.9999870080000002,127288.47831201518,152508.43968496408,-23083.0,83300.0,0.2859912,-66.68217040000057,1402.1279400000026,106383.0,16.032374855726335,0.0772,0.0772,12.95,128996.83154722497,1.0,0.99974,0.99974,127319.92776132292,204124.08084735268,2832.0,111492.0,7.7972,-218.6304000000011,135683.74199999994,108660.0,10319746.523777997,10319746.523777997
2021-01-13,11.68203746362279,0.0031230000000000003,0.0031230000000000003,320.2,130059.49139153746,1.0,0.9999846000000001,0.9999846000000001,128998.81812902413,150696.90261463224,-990.0,82310.0,0.30917700000000004,-3.091769999999987,1950.8859999999997,83300.0,16.66296331942349,0.084695,0.084695,11.81,130059.49139153746,1.0,1.00024795,1.00024795,128964.85471149924,214893.66435524914,5883.0,117375.0,8.554195,-498.2606849999998,83563.25400000003,111492.0,10404759.311322996,10404759.311322996
2021-01-14,13.01512387447995,0.0031201000000000002,0.0031201000000000002,320.5,131295.05794161497,1.0,0.99999205,0.99999205,130060.52537271417,169275.38489058177,10148.0,92458.0,0.3151301,-31.662774800000147,-23.869900000001028,82310.0,17.511118022625574,0.09317700000000001,0.09317700000000001,10.73,131295.05794161497,1.0,0.9997892100000001,0.9997892100000001,130086.91241180473,227796.7276442068,7047.0,124422.0,9.410877000000001,-656.6183190000052,99557.47500000003,117375.0,10503604.635329196,10503604.635329196
2021-01-15,13.31947140169507,0.0030188,0.0030188,331.26,131370.30263987495,1.0,1.000007688,1.000007688,131294.0485529697,174876.7324914044,3059.0,95517.0,0.30489879999999997,-9.234509199999964,-936.5995400000025,92458.0,18.404825560955214,0.093794,0.093794,10.66,131370.30263987495,1.0,0.99984404,0.99984404,131315.53791290786,241683.95687300703,7585.0,132007.0,9.473194000000001,-711.4274900000062,7676.837400000011,124422.0,10509624.211189996,10509624.211189996
2021-01-16,12.361561506529942,0.0035071000000000004,0.0035071000000000004,285.14,137136.18280202622,1.0,1.000014494,1.000014494,131368.39858630585,162391.85391389608,-6819.0,88698.0,0.34720290000000004,-23.9149148999999,4664.095110000004,95517.0,18.915159791060933,0.128421,0.128421,7.79,137136.18280202622,1.0,1.00039959,1.00039959,131317.8293484456,248389.772554112,3663.0,135670.0,12.970521,-470.406122999998,457100.63889999996,132007.0,10970894.624162097,10970894.624162097
2021-01-17,14.63738566504883,0.0038081,0.0038081,262.6,137727.01903760122,1.0,1.0000070600000002,1.0000070600000002,137135.21462741093,200730.10247606592,20940.0,109638.0,0.38461809999999996,-79.7416139999996,2669.8097999999964,88698.0,17.672509901280687,0.131746,0.131746,7.59,137727.01903760122,1.0,0.99995214,0.99995214,137142.7464538715,242365.65445948712,-3290.0,132380.0,13.042854,-433.444339999999,45110.27499999994,135670.0,11018161.523008097,11018161.523008097
2021-01-18,17.193580044673485,0.0037123,0.0037123,269.37,136919.526735145,1.0,0.999982251,0.999982251,137729.4635978506,236806.25568795874,19705.0,129343.0,0.3749423,-73.15087150000004,-1050.3320399999975,109638.0,18.75646129774713,0.127035,0.127035,7.87,136919.526735145,1.0,0.99976545,0.99976545,137759.3304885673,258387.7550712369,8751.0,141131.0,12.830535,-1111.6832849999942,-62364.21799999998,132380.0,10953562.138811598,10953562.138811598
2021-01-19,17.221373017926542,0.0036720000000000004,0.0036720000000000004,272.33,135204.98664573248,1.0,0.99999576,0.99999576,136920.10727639982,235795.22410613997,-552.0,128791.0,0.363528,-2.0269440000000047,-521.2522899999972,129343.0,19.09247334469436,0.11736700000000001,0.11736700000000001,8.52,135204.98664573248,1.0,0.99996684,0.99996684,136924.06713721124,261421.91020643464,1657.0,142788.0,11.854067,-194.47711899999962,-136445.45079999988,141131.0,10816398.931658598,10816398.931658598
2021-01-20,16.649734398829967,0.0037532,0.0037532,266.44,136346.82336920747,1.0,1.000002608,1.000002608,135204.63403204695,225112.1246124589,-5835.0,122956.0,0.3715668,-21.89992200000007,1045.7829199999949,128791.0,18.15930978238623,0.123768,0.123768,8.08,136346.82336920747,1.0,1.00004544,1.00004544,135198.843210297,245511.76760760485,-8690.0,134098.0,12.253032,-1075.543920000001,91398.59879999979,142788.0,10907745.869536597,10907745.869536597
2021-01-21,16.747898744877897,0.0030785,0.0030785,324.83,134475.06448460123,1.0,0.999989155,0.999989155,136348.3020665434,228354.75570464943,1771.0,124727.0,0.3109285,-5.452023499999972,-8295.841319999998,122956.0,18.07343934870469,0.113225,0.113225,8.83,134475.06448460123,1.0,0.9997767500000001,0.9997767500000001,136377.26959464446,246480.63105607545,529.0,134627.0,11.435725,-59.89602499999995,-141379.52139999994,134098.0,10758005.158768097,10758005.158768097
2021-01-22,9.805323142114489,0.0034866999999999997,0.0034866999999999997,286.8,136844.8851063987,1.0,0.9999855599999999,0.9999855599999999,134477.00633257267,131859.05022750513,-52706.0,72021.0,0.34518329999999997,-183.77001020000048,5091.356139999996,124727.0,16.108762820061372,0.127097,0.127097,7.87,136844.8851063987,1.0,1.00025339,1.00025339,134440.9984799964,216567.81578064934,-16338.0,118289.0,12.582602999999999,-2076.510786000015,186754.5744,134627.0,10947590.808511896,10947590.808511896
2021-01-23,10.433546377327373,0.0034583000000000005,0.0034583000000000005,289.16,137061.5096439087,1.0,1.0000020280000002,1.0000020280000002,136844.60758553448,142777.4559730839,5964.0,77985.0,0.34928830000000005,-20.625301200000152,-204.53963999999667,72021.0,16.90298930371027,0.128669,0.128669,7.77,137061.5096439087,1.0,0.99975813,0.99975813,136877.99178627203,231364.72310766982,8082.0,126371.0,12.995569,-1039.9028580000029,18595.03079999995,118289.0,10964920.771512697,10964920.771512697
2021-01-24,10.434303093215847,0.0035345,0.0035345,282.93,136453.63512055873,1.0,1.000016085,1.000016085,137059.30504498706,143011.83305849228,128.0,78113.0,0.3569845,-0.4524159999999995,594.2456999999969,77985.0,17.242063509715678,0.12480100000000001,0.12480100000000001,8.01,136453.63512055873,1.0,0.99965601,0.99965601,137108.6736565598,236403.64589192852,2752.0,129123.0,12.604901,-343.4523519999992,-48880.30279999989,126371.0,10916290.809644697,10916290.809644697
2021-01-25,10.809294373760634,0.0034308,0.0034308,291.48,135950.85967371872,1.0,1.000009584,1.000009584,136452.3273614533,147495.33744347014,2449.0,80562.0,0.3465108,-8.402029200000028,-810.0318099999993,78113.0,16.378947034574438,0.121816,0.121816,8.21,135950.85967371872,1.0,1.00010936,1.00010936,136438.7141827757,223472.24730651235,-7063.0,122060.0,12.059783999999999,-860.3864080000058,-38543.215500000086,129123.0,10876068.773897497,10876068.773897497
2021-01-26,10.113022323881989,0.003433,0.003433,291.29,135979.8269350937,1.0,0.99999857,0.99999857,135951.05408372605,137487.60449040093,-5466.0,75096.0,0.339867,-18.764778000000106,17.723639999999836,80562.0,15.331322512595532,0.122088,0.122088,8.19,135979.8269350937,1.0,0.99990072,0.99990072,135964.35821520232,208451.34260153346,-8204.0,113856.0,12.086712,-1001.609951999998,3320.032000000068,122060.0,10878386.154807497,10878386.154807497
2021-01-27,9.79112972521231,0.0031144,0.0031144,321.09,134448.44723466373,1.0,1.000002696,1.000002696,135979.46033446866,133139.25360991442,-2376.0,72720.0,0.3083256,-7.399814400000041,-2392.55856,75096.0,14.758288195405404,0.11158,0.11158,8.96,134448.44723466373,1.0,0.9997568000000001,0.9997568000000001,136012.90527365624,200731.76543229943,-4217.0,109639.0,11.04642,-470.53286,-119639.88480000007,113856.0,10755875.778773097,10755875.778773097
2021-01-28,7.219098687604576,0.0034409,0.0034409,290.62,135545.94488309624,1.0,0.999994358,0.999994358,134449.20579708283,97060.20851191982,-19706.0,53014.0,0.3406491,-67.80637540000048,2374.308000000001,72720.0,11.967996957761333,0.119615,0.119615,8.36,135545.94488309624,1.0,0.9999813999999999,0.9999813999999999,134450.94802229697,160910.85368989775,-21750.0,87889.0,11.841885,-2601.6262499999907,88094.93649999997,109639.0,10843675.590647697,10843675.590647697
2021-01-29,8.479663025849547,0.0034752,0.0034752,287.75,135162.60629098123,1.0,0.9999888,0.9999888,135547.463014682,114939.6810373308,9766.0,62780.0,0.3509952,-33.938803200000116,181.8380199999994,53014.0,12.374782727372295,0.116158,0.116158,8.61,135162.60629098123,1.0,1.0001203799999998,1.0001203799999998,135529.62982625776,167714.97222211357,3717.0,91606.0,11.731958,-431.75928600000157,-30383.22729999991,87889.0,10813008.503278498,10813008.503278498
2021-01-30,9.149605940028184,0.00364,0.00364,274.73,135657.29504761874,1.0,1.0000172,1.0000172,135160.28153413883,123666.33147806383,4766.0,67546.0,0.36763999999999997,-17.348239999999887,1034.6143999999997,62780.0,11.724676401961998,0.12043300000000001,0.12043300000000001,8.3,135657.29504761874,1.0,0.9995939000000001,0.9995939000000001,135217.51812509182,158538.1643893133,-5013.0,86593.0,11.922867,-603.7306290000012,39161.56500000002,91606.0,10852583.603809498,10852583.603809498
2021-01-31,10.432741344417389,0.0034475,0.0034475,290.07,137178.8109331875,1.0,1.000016325,1.000016325,135655.0804784299,141525.4366687584,9755.0,77301.0,0.3481975,-33.630362499999926,-1300.2604999999992,67546.0,12.203320021649803,0.134704,0.134704,7.42,137178.8109331875,1.0,0.9995036799999999,0.9995036799999999,135724.65790983257,165629.14353026304,3873.0,90466.0,13.605103999999999,-521.7085919999972,123576.87029999995,86593.0,10974304.874654999,10974304.874654999
2021-02-01,9.357222282961448,0.0040876,0.0040876,244.64,136922.2414200375,1.0,0.999990464,0.999990464,137180.11908280305,128362.48670609097,-7190.0,70111.0,0.4046724,-29.389844000000178,4948.037010000001,77301.0,14.469455097450048,0.132153,0.132153,7.57,136922.2414200375,1.0,1.00039821,1.00039821,137124.20670283635,198411.25516601495,17906.0,108372.0,13.347453,-2366.331618000011,-23077.87660000005,90466.0,10953779.313602999,10953779.313602999
2021-02-02,12.251552373227549,0.004249800000000001,0.004249800000000001,235.31,137276.945728105,1.0,1.0000204380000002,1.0000204380000002,136919.4430604602,167747.57275683753,21512.0,91623.0,0.42922980000000005,-91.42169760000056,1137.2004200000008,70111.0,14.785438700510497,0.134703,0.134703,7.42,137276.945728105,1.0,0.9994962599999999,0.9994962599999999,136991.24939200623,202547.57203918538,2259.0,110631.0,13.605003,-304.294077,27634.860000000084,108372.0,10982155.658248398,10982155.658248398
2021-02-03,14.353424477787092,0.0044189,0.0044189,226.3,139183.13662848,1.0,0.99999707,0.99999707,137277.3479507345,197040.0046321768,16000.0,107623.0,0.4463089,-70.70240000000005,1549.3449299999982,91623.0,15.220395246271924,0.1484,0.1484,6.74,139183.13662848,1.0,1.000216,1.000216,137247.30031123778,208895.81572208187,3468.0,114099.0,14.9884,-514.6512000000018,151531.2807,110631.0,11134650.930278398,11134650.930278398
2021-02-04,15.920045552500737,0.0043934,0.0043934,227.61,139761.56726455,1.0,0.9999817740000002,0.9999817740000002,139185.67342656382,221584.22612063875,13406.0,121029.0,0.4437334,-58.89792039999989,-274.43864999999965,107623.0,17.09681925075927,0.152697,0.152697,6.55,139761.56726455,1.0,1.00016535,1.00016535,139160.12650156295,237919.55297100166,15852.0,129951.0,15.422397,-2420.552843999998,49028.34030000005,114099.0,11180925.381163998,11180925.381163998
2021-02-05,16.111910149157968,0.0053917,0.0053917,185.47,144154.74886257248,1.0,0.999998599,0.999998599,139761.76307078006,225182.89688843125,1966.0,122995.0,0.5445617,-10.6000822,12082.325070000004,121029.0,18.5515427913173,0.17897300000000002,0.17897300000000002,5.59,144154.74886257248,1.0,1.00045907,1.00045907,139697.43636243907,259160.29685151135,11602.0,141553.0,18.076273,-2076.44474599999,341459.2476000001,129951.0,11532379.909005798,11532379.909005798
2021-02-06,17.121334354459545,0.0063444,0.0063444,157.62,144671.8810297825,1.0,1.000004328,1.000004328,144154.12496351966,246811.09720749635,11813.0,134808.0,0.6407844,-74.94639720000033,11717.733649999996,122995.0,19.401476281082804,0.18121600000000002,0.18121600000000002,5.52,144671.8810297825,1.0,1.00031232,1.00031232,144109.7405084169,279594.17123470485,11161.0,152714.0,18.302816,-2022.5517759999905,31750.33789999993,141553.0,11573750.4823826,11573750.4823826
2021-02-07,18.160216382828672,0.006610899999999999,0.006610899999999999,151.27,155346.98052528125,1.0,1.000030843,1.000030843,144667.41905257665,262719.16335401434,8689.0,143497.0,0.6677008999999999,-57.44211009999978,3592.6331999999934,134808.0,20.50278026557113,0.23704999999999998,0.23704999999999998,4.22,155346.98052528125,1.0,1.0003509999999998,1.0003509999999998,144621.11901700756,296513.5024966716,9241.0,161955.0,23.94205,-2190.57905,852663.3475999996,152714.0,12427758.442022499,12427758.442022499
2021-02-08,19.24725851239474,0.0067638,0.0067638,147.85,168208.66551983624,1.0,1.00002783,1.00002783,155342.6573391275,298992.0283808541,19812.0,163309.0,0.6831438,-134.00440559999973,2194.0691300000035,143497.0,18.43587871024863,0.30056,0.30056,3.33,168208.66551983624,1.0,1.0008648,1.0008648,155212.75253688736,286148.3480053891,-5661.0,156294.0,29.75544,-1701.4701600000046,1028576.2050000004,161955.0,13456693.2415869,13456693.2415869
2021-02-09,20.05683979381376,0.0070562,0.0070562,141.72,171862.86337467877,1.0,1.000004664,1.000004664,168207.88099827926,337371.8521239377,20963.0,184272.0,0.7126762,-147.9191205999991,4775.1551600000075,163309.0,18.19831715032357,0.319194,0.319194,3.13,171862.86337467877,1.0,0.9990772199999999,0.9990772199999999,168364.02847803524,306394.1986949395,11058.0,167352.0,32.238594,-3529.6472519999948,291238.2395999998,156294.0,13749029.0699743,13749029.0699743
2021-02-10,20.412438772094045,0.009396600000000001,0.009396600000000001,106.42,219928.69593804126,1.0,0.9999861720000002,0.9999861720000002,171865.23992721646,350818.8687065559,7345.0,191617.0,0.9490566,-69.01802699999983,43127.01888,184272.0,19.370542577764294,0.546861,0.546861,1.83,219928.69593804126,1.0,1.00075563,1.00075563,171733.09669482327,332656.32615383866,14344.0,181696.0,55.232961,-7844.174183999998,3810052.7784000007,167352.0,17594295.6750433,17594295.6750433
2021-02-11,18.46673657540623,0.0092796,0.0092796,107.76,202299.28776257124,1.0,0.9999696960000001,0.9999696960000001,219935.36085921671,406148.8372604065,30221.0,221838.0,0.9372396000000001,-280.43879160000165,-2241.9189000000083,191617.0,16.081291670674272,0.469673,0.469673,2.13,202299.28776257124,1.0,1.00040349,1.00040349,219839.99269938696,353531.1043477744,11402.0,193098.0,47.436973,-5355.211546000002,-1402475.0848000003,181696.0,16183943.0210057,16183943.0210057
2021-02-12,19.422827553664806,0.0092426,0.0092426,108.19,205441.29344650876,1.0,0.999956894,0.999956894,202308.00845158356,392939.356088047,-7215.0,214623.0,0.9150174,-66.68535899999992,-820.8006000000081,221838.0,16.59686303458432,0.482978,0.482978,2.07,205441.29344650876,1.0,0.99976446,0.99976446,202346.94856283575,335832.45907634636,-9667.0,183431.0,47.814822,-4668.948326000027,256916.88900000014,193098.0,16435303.4757207,16435303.4757207
2021-02-13,19.76461100356414,0.0091299,0.0091299,109.53,195694.17863983376,1.0,0.999997947,0.999997947,205441.71521835012,406047.55851956934,7160.0,221783.0,0.9221199,-65.37008400000018,-2418.8012100000005,214623.0,17.207106237274576,0.440832,0.440832,2.27,195694.17863983376,1.0,1.00068864,1.00068864,205299.9157125525,353261.7460169407,9520.0,192951.0,44.524032,-4196.720640000003,-773088.2926000007,183431.0,15655534.2911867,15655534.2911867
2021-02-14,20.040885871386983,0.0084364,0.0084364,118.53,183534.50738865626,1.0,0.999966492,0.999966492,195700.7361801017,392201.61187318317,-7563.0,214220.0,0.8352035999999999,-63.80449320000008,-15380.651050000006,221783.0,15.756546966964464,0.39171100000000003,0.39171100000000003,2.55,183534.50738865626,1.0,0.99886305,0.99886305,195916.92638929206,308697.42522762,-24341.0,168610.0,38.779389,-9534.63745100002,-947794.6070999991,192951.0,14682760.5910925,14682760.5910925
2021-02-15,17.99066715738515,0.0086143,0.0086143,116.09,181588.06453719627,1.0,1.000034087,1.000034087,183528.2514611487,330179.5686014411,-33876.0,180344.0,0.8528157000000001,-291.8180267999988,3810.973800000018,214220.0,13.20456958549486,0.38309,0.38309,2.61,181588.06453719627,1.0,0.9998649,0.9998649,183559.30625093076,242382.16324555772,-36221.0,132389.0,37.925909999999995,-13875.902890000101,-145358.68100000088,168610.0,14527045.1629757,14527045.1629757
2021-02-16,17.57449962701021,0.0087,0.0087,114.94,178611.5008616713,1.0,0.9999779999999999,0.9999779999999999,181592.05956250668,319138.9583049289,-6031.0,174313.0,0.8613,-52.469700000000245,1545.548079999994,180344.0,11.85882643679698,0.365402,0.365402,2.74,178611.5008616713,1.0,1.0012014800000002,1.0012014800000002,181370.1519270589,215083.7152518491,-14911.0,117478.0,36.174797999999996,-5448.509222000046,-234169.66319999984,132389.0,14288920.068933701,14288920.068933701
2021-02-17,17.1934358590382,0.008920599999999999,0.008920599999999999,112.1,179709.88171117377,1.0,0.9999992599999998,0.9999992599999998,178611.63303427977,307094.7656252958,-6578.0,167735.0,0.8831393999999999,-58.67970680000037,3845.3447799999944,174313.0,10.606107322740812,0.37300300000000003,0.37300300000000003,2.68,179709.88171117377,1.0,0.9996480400000002,0.9996480400000002,178674.3870989546,189503.9725396449,-13971.0,103507.0,36.927297,-5211.224912999959,89295.02780000016,117478.0,14376790.5368939,14376790.5368939
2021-02-18,17.334669759978016,0.0091442,0.0091442,109.36,184483.96053038377,1.0,1.000009712,1.000009712,179708.1363857532,311518.1197428121,2416.0,170151.0,0.9235642000000001,-22.09238720000011,3750.5546000000077,167735.0,10.24545648207349,0.409656,0.409656,2.44,184483.96053038377,1.0,0.99956064,0.99956064,179788.8737507449,184201.90819742618,-2896.0,100611.0,40.555944000000004,-1186.363775999995,379384.20710000023,103507.0,14758716.842430701,14758716.842430701
2021-02-19,17.692051726042774,0.0092581,0.0092581,108.01,181638.03731579878,1.0,0.999967381,0.999967381,184489.9784089895,326400.62409483566,8128.0,178279.0,0.9350681000000001,-75.24983680000038,1938.0198900000019,170151.0,11.089972911497226,0.38727400000000006,0.38727400000000006,2.58,181638.03731579878,1.0,0.9991669200000002,0.9991669200000002,184637.77857095562,204762.79627909206,11230.0,111841.0,39.114674,-4349.087019999976,-225187.5401999999,100611.0,14531042.9852639,14531042.9852639
2021-02-20,17.7230485884175,0.0111568,0.0111568,89.63,178211.83186116128,1.0,0.9999839839999999,0.9999839839999999,181640.94647719758,321923.13200615154,-2445.0,175834.0,1.1045232,-27.27837599999992,33849.83373,178279.0,10.520530215568265,0.359985,0.359985,2.78,178211.83186116128,1.0,1.0007583,1.0007583,181500.40555826394,190948.050081361,-7545.0,104296.0,35.638515,-2716.0868250000135,-305202.9049000003,111841.0,14256946.5488929,14256946.5488929
2021-02-21,19.62042119781113,0.0109894,0.0109894,91.0,178352.85593135125,1.0,1.0000354,1.0000354,178205.52338563342,349646.74286025093,15142.0,190976.0,1.1099294,-166.4014947999989,-2943.461159999996,175834.0,9.25167575742027,0.361855,0.361855,2.76,178352.85593135125,1.0,0.9987197999999998,0.9987197999999998,178440.2710962187,165087.1530248387,-14126.0,90170.0,35.823645,-5111.563729999979,19503.35199999975,104296.0,14268228.4745081,14268228.4745081
2021-02-22,20.200662291586752,0.0109703,0.0109703,91.16,173781.1449705725,1.0,1.000052548,1.000052548,178343.48433793627,360265.64990155416,5801.0,196777.0,1.1080003,-63.638710300000575,-364.76416000001495,190976.0,8.793495511590484,0.321502,0.321502,3.11,173781.1449705725,1.0,0.99987122,0.99987122,178375.82717037425,156854.70355989257,-4496.0,85674.0,31.828698,-1445.4729919999947,-363863.00099999993,90170.0,13902491.597645799,13902491.597645799
2021-02-23,19.93172382695522,0.0096197,0.0096197,103.95,168503.41390225125,1.0,0.9999678150000001,0.9999678150000001,173786.73829674456,346386.9272518055,-7581.0,189196.0,0.9523503,-72.92694570000006,-26576.701619999993,196777.0,7.076692138531041,0.275924,0.275924,3.62,168503.41390225125,1.0,0.99884488,0.99884488,173982.11519147246,123121.78668204951,-18425.0,67249.0,27.316476,-5083.899699999997,-390484.9571999997,85674.0,13480273.112180099,13480273.112180099
2021-02-24,15.167380028687171,0.010490200000000002,0.010490200000000002,95.33,170422.95006306376,1.0,1.000030766,1.000030766,168498.22988571058,255567.66868376668,-49605.0,139591.0,1.0385298,-520.3663710000003,16469.511800000015,189196.0,4.824944692075408,0.297396,0.297396,3.36,170422.95006306376,1.0,0.9992505599999999,0.9992505599999999,168629.79181342793,81362.94189359802,-22809.0,44440.0,29.442204,-6783.30536399998,144397.05279999986,67249.0,13633836.0050451,13633836.0050451
2021-02-25,15.317819176920818,0.0107691,0.0107691,92.86,168781.07236109875,1.0,1.000018626,1.000018626,170419.77582431928,261045.93102483047,2992.0,142583.0,1.0876791000000001,-32.22114720000026,3893.192989999996,139591.0,4.833053149359671,0.267,0.267,3.75,168781.07236109875,1.0,1.00125,1.00125,170210.18732890263,82263.48819230523,492.0,44932.0,26.967,-131.36399999999975,-135079.824,44440.0,13502485.7888879,13502485.7888879
