,Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate,eurusd,exchange_rate,point_value,stdev_lookback,stdev_decay,decay_fast,decay_slow,Daily_Return,returns,sqreturns,emwa_fast_fin,emwa_slow_fin,raw_cross,variance,std_dev,vol_adj_crossover,forecast_scalar,forecast,capped_forecast,1%_move,block_value,price_volatility,ICV,IVV,Daily_Cash_Vol_Tgt,Volatility_Scalar,Subsystem_Pos,Target_Pos,Current_pos,trades_needed,abs_forecast,forecast*returns,cum_series,price_diff,distance,net_exp_ret,stdev,stdev_yearly,raw_carry,cum_series_carry
10,16/01/2023,163.83,163.92,163.39,163.58,455940.0,1703018.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,163580.0,163.58,160.43,0.7541920621748294,4446.0,0.002,,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.0010403280093018719,0.17000000000001592,0.02890000000000541,163.6907849787533,164.16533577739963,-0.47455079864633376,1.0154322011557528,1.007686558983374,-0.47093096004485213,30.0,-70.33437071097175,-20.0,1.6358000000000001,1635.8000000000002,0.46,754.1920621748294,852.8403839072971,125000.0,146.56904428858212,-293.13808857716424,-293.0,-253.2777019122439,-40.0,1.7659911001681956,760.8000000000038,-0.008470475004437046,-3.1500000000000057,0.08333333333333333,-37.80000000000007,1.007686558983374,16.122984943733982,-2.3444790236990585,7646.39999999999
11,17/01/2023,163.73,164.45,163.71,163.9,877774.0,1718181.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,163900.0,163.9,160.73,0.6883550440343401,4447.0,0.002,,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.001956229367893414,0.3199999999999932,0.10239999999999563,163.71539851066467,164.15717159963347,-0.44177308896880163,0.9660791092013876,0.982893233877102,-0.4494619290705582,30.0,-72.5663760230123,-20.0,1.639,1639.0,0.42,688.3550440343402,778.3918837940319,125000.0,160.58749147116737,-321.17498294233474,-321.0,-293.13808857716424,-28.0,1.6854822340145932,755.9999999999945,-0.0035343464362428984,-3.170000000000016,0.08333333333333333,-38.04000000000019,0.982893233877102,15.726291742033633,-2.4188792007670767,8402.399999999983
12,18/01/2023,163.81,163.82,163.04,163.42,789279.0,1719604.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,163420.0,163.42,160.27,0.6617859673999718,4448.0,0.002,,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-0.0029286150091519803,-0.4800000000000182,0.23040000000001745,163.68064574470412,164.13448939656783,-0.453843651863707,0.9263126708661784,0.9624513862352625,-0.47154968900711736,30.0,-73.64008303550278,-20.0,1.6341999999999999,1634.1999999999998,0.4,661.7859673999717,748.347571935888,125000.0,167.03468373210532,-334.06936746421064,-334.0,-321.17498294233474,-13.0,1.76831133377669,753.6000000000035,0.0006857087600176635,-3.1499999999999773,0.08333333333333333,-37.79999999999973,0.9624513862352625,15.3992221797642,-2.4546694345167595,9155.999999999987
13,19/01/2023,163.0,163.15,162.62,163.03,870073.0,1724167.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,163030.0,163.03,159.89,0.548840292478162,4449.0,0.002,,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-0.0023864888018602093,-0.38999999999998636,0.15209999999998935,163.60409918650365,164.10050510744267,-0.4964059209390257,0.8844633373058439,0.9404591098531844,-0.5278336035434011,30.0,-75.12288334474164,-20.0,1.6303,1630.3000000000002,0.34,548.840292478162,620.6286027343057,125000.0,201.40869990407637,-402.81739980815274,-403.0,-334.06936746421064,-69.0,1.9793760132877543,753.5999999999967,0.009670179408566827,-3.140000000000015,0.08333333333333333,-37.68000000000018,0.9404591098531844,15.04734575765095,-2.5040961114913878,9909.599999999984
14,20/01/2023,163.18,163.28,162.2,162.29,726842.0,1728202.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,162290.0,162.29,159.15,0.5394401418577556,4450.0,0.002,,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-0.004539041894130014,-0.7400000000000091,0.5476000000000134,163.4494992822091,164.0447972579829,-0.5952979757738035,0.8662545082622856,0.9307279453536815,-0.6396047080627703,30.0,-75.90832568495868,-20.0,1.6229,1622.9,0.33,539.4401418577555,609.99891241275,125000.0,204.91839814202805,-409.83679628405605,-410.0,-402.81739980815274,-7.0,2.3985176552353886,756.0000000000014,-0.00274435525405998,-3.1399999999999864,0.08333333333333333,-37.679999999999836,0.9307279453536815,14.891647125658904,-2.5302775228319563,10665.599999999986
15,23/01/2023,162.77,163.38,162.45,163.13,794009.0,1708741.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,163130.0,163.13,159.98,0.539948454312245,4451.0,0.002,,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.005175919650009186,0.8400000000000034,0.7056000000000058,163.41191113136097,164.01664965004497,-0.6047385186840017,0.8575704807886488,0.9260510141394203,-0.6530293789980735,30.0,-76.53466052932765,-20.0,1.6313,1631.3,0.33,539.9484543122451,610.5737121362868,125000.0,204.72548607218553,-409.45097214437106,-409.0,-409.83679628405605,0.0,2.4488601712427753,751.1999999999989,0.0028099772620917207,-3.1500000000000057,0.08333333333333333,-37.80000000000007,0.9260510141394203,14.816816226230724,-2.5511553509775884,11416.799999999985
16,24/01/2023,163.14,163.23,162.48,162.76,723034.0,1715412.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,162760.0,162.76,159.63,0.5519833934526632,4452.0,0.002,,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-0.002268129712499234,-0.37000000000000455,0.13690000000000335,163.33521570414203,163.97798350696667,-0.6427678028246362,0.8186153196649383,0.9047736289619289,-0.7104183657099964,30.0,-77.8371492555551,-20.0,1.6276,1627.6,0.34,551.9833934526632,624.1828213162715,125000.0,200.26183953028544,-400.5236790605709,-401.0,-409.45097214437106,9.0,2.6640688714124865,748.8000000000011,0.019178058310337576,-3.1299999999999955,0.08333333333333333,-37.559999999999945,0.9047736289619289,14.476378063390863,-2.5945716418518368,12165.599999999986
17,25/01/2023,162.44,162.49,161.52,161.76,1048098.0,1741948.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,161760.0,161.76,158.64,0.6477635885471852,4453.0,0.002,,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-0.0061440157286802854,-1.0,1.0,163.14989620953708,163.90973786059845,-0.7598416510613788,0.828419896980347,0.9101757506000404,-0.8348295925929111,30.0,-77.1279612247637,-20.0,1.6176,1617.6,0.4,647.7635885471852,732.4910659291571,125000.0,170.65054553455724,-341.3010910691145,-341.0,-400.5236790605709,59.0,3.1306109722234168,746.4000000000033,0.025564690486608973,-3.1200000000000045,0.08333333333333333,-37.440000000000055,0.9101757506000404,14.562812009600647,-2.5709320408254563,12911.999999999989
18,26/01/2023,161.6,161.88,161.31,161.43,875402.0,1719559.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,161430.0,161.43,158.32,0.7573557068165119,4454.0,0.002,,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-0.002040059347180878,-0.3299999999999841,0.10889999999998949,162.9475554790033,163.8334382341185,-0.8858827551151762,0.7895269295760033,0.888553278974313,-0.996994525908205,30.0,-78.75160854819511,-20.0,1.6143,1614.3000000000002,0.47,757.3557068165119,856.4178332681116,125000.0,145.95679251913393,-291.91358503826785,-292.0,-341.3010910691145,49.0,3.738729472155769,746.3999999999965,0.015837462720360795,-3.1100000000000136,0.08333333333333333,-37.320000000000164,0.888553278974313,14.216852463589008,-2.6250536182731703,13658.399999999985
19,27/01/2023,161.54,161.93,161.49,161.85,699866.0,1720039.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,161850.0,161.85,158.74,0.8127580615703233,4455.0,0.002,,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.0026017468871957217,0.4199999999999875,0.17639999999998948,162.81843130500292,163.77240936537638,-0.9539780603734584,0.7563849333827053,0.8697039343263345,-1.0968997870665056,30.0,-80.4584149135783,-20.0,1.6185,1618.5,0.5,812.7580615703233,919.0668160237217,125000.0,136.00752178258787,-272.01504356517574,-272.0,-291.91358503826785,20.0,4.113374201499396,746.3999999999965,0.010246221915109575,-3.109999999999985,0.08333333333333333,-37.31999999999982,0.8697039343263345,13.915262949221352,-2.681947163785943,14404.799999999981
20,30/01/2023,161.93,162.22,161.35,162.07,814240.0,1708279.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,162070.0,162.07,158.96,0.8429754840133626,4456.0,0.002,,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.001359283286994195,0.21999999999999886,0.0483999999999995,162.73038056323787,163.7200275387494,-0.9896469755115334,0.7181154775241807,0.8474169443220856,-1.167839494055938,30.0,-82.57446404494317,-20.0,1.6207,1620.7,0.52,842.9754840133627,953.2366773223106,125000.0,131.13217627245652,-262.26435254491304,-262.0,-272.01504356517574,10.0,4.379398102709768,748.8000000000011,0.008624923178991557,-3.109999999999985,0.08333333333333333,-37.31999999999982,0.8474169443220856,13.55867110915337,-2.752482134831439,15153.599999999982
21,31/01/2023,162.07,162.29,161.49,162.13,1001325.0,1717559.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,162130.0,162.13,159.01,0.8460053191209337,4457.0,0.002,,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.0003702104029124076,0.060000000000002274,0.0036000000000002727,162.6597475557981,163.6711036144802,-1.0113560586820824,0.6794930192796304,0.8243136655907327,-1.2269068206667524,30.0,-85.16175690195826,-20.0,1.6213,1621.3,0.52,846.0053191209337,956.6628148619518,125000.0,130.66254698949257,-261.32509397898514,-261.0,-262.26435254491304,1.0,4.6009005775003216,751.2000000000057,0.02338140439961727,-3.1200000000000045,0.08333333333333333,-37.440000000000055,0.8243136655907327,13.189018649451723,-2.8387252300652754,15904.799999999988
22,01/02/2023,161.9,162.02,161.51,161.61,737846.0,1700070.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,161610.0,161.61,158.48,0.8756725034590649,4458.0,0.002,,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-0.003207302781718213,-0.5199999999999818,0.2703999999999811,162.53624784335125,163.60768504172694,-1.0714371983756905,0.6573798831023521,0.8107896663761521,-1.3214736729002852,30.0,-86.85976514077579,-20.0,1.6161,1616.1000000000001,0.54,875.6725034590648,990.2104669115106,125000.0,126.23578943765148,-252.47157887530292,-252.0,-261.32509397898514,9.0,4.955526273376069,751.1999999999989,7.715362450584629e-05,-3.130000000000024,0.08333333333333333,-37.56000000000029,0.8107896663761521,12.972634662018434,-2.8953255046925266,16655.999999999985
23,02/02/2023,161.94,162.56,161.63,162.37,856473.0,1691350.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,162370.0,162.37,159.24,0.8212222597938718,4459.0,0.002,,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.004702679289647849,0.7599999999999909,0.5775999999999861,162.5166892735452,163.56960242505843,-1.0529131515132235,0.6530674569887107,0.8081258917945339,-1.3029073343697877,30.0,-87.14607552495727,-20.0,1.6237000000000001,1623.7,0.51,821.2222597938718,928.6381313749102,125000.0,134.60571537691354,-269.2114307538271,-269.0,-252.47157887530292,-17.0,4.885902503886704,751.1999999999989,-0.0035337862071527473,-3.1299999999999955,0.08333333333333333,-37.559999999999945,0.8081258917945339,12.930014268712542,-2.9048691841652423,17407.199999999983
24,03/02/2023,162.15,162.68,162.01,162.49,657266.0,1685955.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,162490.0,162.49,159.36,0.7859321429451142,4460.0,0.002,,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.0007390527806860892,0.12000000000000455,0.01440000000000109,162.51354935901048,163.53638388890278,-1.0228345298922932,0.6185448917460777,0.7864762499567789,-1.30052818498779,30.0,-89.54497990736546,-20.0,1.6249000000000002,1624.9000000000003,0.48,785.9321429451142,888.7320672423351,125000.0,140.64981405235557,-281.29962810471113,-281.0,-269.2114307538271,-12.0,4.876980693704213,753.5999999999967,-0.024543611338501733,-3.1299999999999955,0.08333333333333333,-37.559999999999945,0.7864762499567789,12.583619999308462,-2.9848326635788487,18160.79999999998
25,06/02/2023,162.5,163.48,162.44,163.19,938640.0,1713899.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,163190.0,163.19,160.05,0.7164384132505565,4461.0,0.002,,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.0043079574127637965,0.6999999999999886,0.48999999999998406,162.59313178736218,163.5257259230904,-0.932594135728209,0.611596519219262,0.7820463664126712,-1.1925049150296756,30.0,-90.33991210019767,-20.0,1.6319,1631.8999999999999,0.44,716.4384132505564,810.1485577037292,125000.0,154.29268966953146,-308.5853793390629,-309.0,-281.29962810471113,-27.0,4.471893431361283,763.2000000000016,-0.02975017884851228,-3.1399999999999864,0.08333333333333333,-37.679999999999836,0.7820463664126712,12.51274186260274,-3.011330403339922,18923.99999999998
26,07/02/2023,163.49,163.74,162.97,163.38,965267.0,1705739.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,163380.0,163.38,160.2,0.721030974818447,4462.0,0.002,,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.001164287027391353,0.18999999999999773,0.03609999999999913,162.68570451826074,163.52124204853376,-0.8355375302730295,0.5804885992614639,0.761898024187925,-1.0966527064610696,30.0,-93.91020547173919,-20.0,1.6338,1633.8,0.44,721.030974818447,815.3418263246999,125000.0,153.30993206059352,-306.61986412118705,-307.0,-308.5853793390629,2.0,4.112447649229011,767.9999999999973,-0.050893868561772186,-3.180000000000007,0.08333333333333333,-38.16000000000008,0.761898024187925,12.1903683870068,-3.1303401823913064,19691.999999999978
27,08/02/2023,163.53,164.41,163.44,164.22,993921.0,1701976.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,164220.0,164.22,161.02,0.7700751045499596,4463.0,0.002,,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.005141388174807249,0.8400000000000034,0.7056000000000058,162.8662098690536,163.54274229319427,-0.6765324241406745,0.5872513776797634,0.7663232853566199,-0.8828290058103091,30.0,-93.95512491375423,-20.0,1.6422,1642.2,0.47,770.0751045499596,870.8009282250944,125000.0,143.5460114343018,-287.0920228686036,-287.0,-306.61986412118705,20.0,3.310608771788659,772.7999999999997,-0.05109546451669749,-3.1999999999999886,0.08333333333333333,-38.399999999999864,0.7663232853566199,12.261172565705918,-3.131837497125141,20464.799999999977
28,09/02/2023,164.21,164.46,163.97,164.23,771865.0,1715433.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,164230.0,164.23,161.01,0.806459959729945,4464.0,0.002,,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,6.089392278640915e-05,0.009999999999990905,9.99999999998181e-05,163.02665576681198,163.5638886841729,-0.5372329173609103,0.5555134653727491,0.745327757012141,-0.7208008990763496,30.0,-97.20555731137195,-20.0,1.6422999999999999,1642.3,0.49,806.459959729945,911.9449224626219,125000.0,137.0696814259892,-274.1393628519784,-274.0,-287.0920228686036,13.0,2.703003371536311,770.4000000000019,-0.045828697915640454,-3.219999999999999,0.08333333333333333,-38.639999999999986,0.745327757012141,11.925244112194257,-3.240185243712398,21235.19999999998
29,10/02/2023,163.96,164.17,163.76,163.91,639537.0,1730715.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,163910.0,163.91,160.7,0.8310936569650947,4465.0,0.002,,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-0.0019484868781586284,-0.3199999999999932,0.10239999999999563,163.13057861777529,163.5745382631214,-0.4439596453461263,0.5310208456228706,0.7287117712942961,-0.6092390199181092,30.0,-99.1132610246137,-20.0,1.6391,1639.1,0.51,831.0936569650947,939.8007072961292,125000.0,133.00692266941738,-266.01384533883476,-266.0,-274.1393628519784,8.0,2.28464632469291,767.9999999999973,-0.043737935004872774,-3.210000000000008,0.08333333333333333,-38.520000000000095,0.7287117712942961,11.659388340708738,-3.3037753674871237,22003.199999999975
30,13/02/2023,163.93,164.03,163.68,163.76,512868.0,1743253.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,163760.0,163.76,160.56,0.8469744191223294,4466.0,0.002,,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-0.0009151363553169256,-0.15000000000000568,0.022500000000001706,163.20462819215464,163.58024477810227,-0.3756165859476255,0.5035332323459587,0.7096007555984976,-0.5293350986229147,30.0,-101.46550638784606,-20.0,1.6376,1637.6,0.52,846.9744191223294,957.7586731435301,125000.0,130.51304415728058,-261.02608831456115,-261.0,-266.01384533883476,5.0,1.9850066198359302,767.9999999999973,-0.039616646224070295,-3.1999999999999886,0.08333333333333333,-38.399999999999864,0.7096007555984976,11.353612089575961,-3.3821835462615355,22771.19999999997
31,14/02/2023,163.97,164.07,163.26,163.42,740039.0,1754219.0,RX1 Comdty,Future,EUX,EUR,0.01,10.0,1000.0,163420.0,163.42,160.22,0.8512083567773546,4467.0,0.002,,1.1308,,1.1308,1000.0,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-0.002076209086467995,-0.3400000000000034,0.11560000000000233,163.22996605190116,163.57531416954527,-0.34534811764410733,0.48256386843536647,0.6946681714569672,-0.49714112699274676,30.0,-103.64660849364961,-20.0,1.6341999999999999,1634.1999999999998,0.52,851.2083567773547,962.5464098438326,125000.0,129.86386809159725,-259.7277361831945,-260.0,-261.02608831456115,1.0,1.8642792262228003,765.5999999999995,-0.038247698071171746,-3.1999999999999886,0.08333333333333333,-38.399999999999864,0.6946681714569672,11.114690743311476,-3.45488694978832,23536.79999999997
