,Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate,exchange_rate,point_value,stdev_lookback,stdev_decay,decay_fast,decay_slow,Daily_Return,returns,sqreturns,emwa_fast_fin,emwa_slow_fin,raw_cross,variance,std_dev,vol_adj_crossover,forecast_scalar,forecast,capped_forecast,1%_move,block_value,price_volatility,ICV,IVV,Daily_Cash_Vol_Tgt,Volatility_Scalar,Subsystem_Pos,Target_Pos,Current_pos,trades_needed,abs_forecast,forecast*returns,cum_series
18,26/01/1990,22.15,22.6,21.92,22.56,29349,61790,CL1 Comdty,Future,NYM,USD,0.01,10,1000,22560,22.56,21.67,0.4622474085018372,19,0.002,,1,1,1000,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,0.014388489208633004,0.3200000000000003,0.10240000000000019,21.99414610374441,22.08899087053499,-0.09484476679057963,0.7865390188746845,0.8868703506571208,-0.1069432152290411,5.3,-0.5667990407139178,-0.5667990407139178,0.2256,225.6,2.05,462.47999999999996,462.47999999999996,125000.0,270.2819581387304,-15.319555459531168,-15.0,-38.0,23.0,0.5667990407139178,-0.006029777028871507,-0.2519731255627808
19,29/01/1990,22.54,22.85,22.38,22.8,38110,65431,CL1 Comdty,Future,NYM,USD,0.01,10,1000,22800,22.8,22.01,0.4594931990791562,20,0.002,,1,1,1000,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,0.010638297872340496,0.240000000000002,0.057600000000000956,22.173224747356763,22.13208233292681,0.04114241442995237,0.7471369097463232,0.8643708172690255,0.04759810674768218,5.3,0.25226996576271554,0.25226996576271554,0.228,228.0,2.02,460.56,460.56,125000.0,271.4087198193504,6.846826845652997,7.0,-15.0,22.0,0.25226996576271554,-0.011396406348052522,-0.2633695319108333
20,30/01/1990,21.9,22.0,21.75,21.77,1450,65857,CL1 Comdty,Future,NYM,USD,0.01,10,1000,21770,22.46,21.77,0.4226239463163397,21,0.002,,1,1,1000,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,-0.04517543859649131,-1.0300000000000011,1.0609000000000024,22.08361924794415,22.110137949113067,-0.026518701168917858,0.7640970767870626,0.8741264649849372,-0.030337373630913718,5.3,-0.1607880802438427,-0.1607880802438427,0.2177,217.70000000000002,1.94,422.338,422.338,125000.0,295.9714730855381,-4.758868496436582,-5.0,7.0,-12.0,0.1607880802438427,-0.0011817222250351358,-0.26455125413586844
21,31/01/1990,21.48,21.95,21.48,21.93,1450,66039,CL1 Comdty,Future,NYM,USD,0.01,10,1000,21930,22.68,21.93,0.4294422739631754,22,0.002,,1,1,1000,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,0.007349563619660104,0.16000000000000014,0.025600000000000046,22.049481637289894,22.099220497651668,-0.04973886036177433,0.7241783158796539,0.8509866719753335,-0.05844845988753164,5.3,-0.3097768374039177,-0.3097768374039177,0.2193,219.29999999999998,1.96,429.828,429.828,125000.0,290.8140000186121,-9.008744119854851,-9.0,-5.0,-4.0,0.3097768374039177,-0.010876797300547941,-0.27542805143641635
22,01/02/1990,22.6,22.84,22.46,22.7,33347,65463,CL1 Comdty,Future,NYM,USD,0.01,10,1000,22700,22.7,21.87,0.4506284500561366,23,0.002,,1,1,1000,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,0.03511171910624711,0.7699999999999996,0.5928999999999993,22.194041273447695,22.13563137658187,0.05840989686582532,0.7170821906969699,0.8468070563575684,0.06897662983238233,5.3,0.3655761381116263,0.3655761381116263,0.227,227.0,1.99,451.73,451.73,125000.0,276.71396630730743,10.116002316417614,10.0,-9.0,19.0,0.3655761381116263,0.005153496220075781,-0.2702745552163406
23,02/02/1990,22.7,23.05,22.66,23.02,37956,63951,CL1 Comdty,Future,NYM,USD,0.01,10,1000,23020,23.02,22.31,0.4412168778881071,24,0.002,,1,1,1000,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,0.014096916299559448,0.3200000000000003,0.10240000000000019,22.377587657125986,22.189229474970848,0.1883581821551381,0.6838561263349715,0.8269559397785178,0.2277729357692089,5.3,1.207196559576807,1.207196559576807,0.2302,230.2,1.92,441.984,441.984,125000.0,282.8156675354764,34.14141008432452,34.0,10.0,24.0,1.207196559576807,-0.06764915559748388,-0.33792371081382444
24,05/02/1990,22.3,22.38,21.7,21.73,733,62516,CL1 Comdty,Future,NYM,USD,0.01,10,1000,21730,22.39,21.73,0.6619748232876124,25,0.002,,1,1,1000,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,-0.05603822762814936,-1.2899999999999991,1.6640999999999977,22.23367928887577,22.161397385578677,0.0722819032970925,0.7368422816682162,0.8583951780317829,0.08420585896443164,5.3,0.44629105251148765,0.44629105251148765,0.21730000000000002,217.3,3.05,662.765,662.765,125000.0,188.60380376151426,8.417219008839627,8.0,34.0,-26.0,0.44629105251148765,0.002053801438156796,-0.33586990937566763
25,06/02/1990,21.75,22.0,21.61,21.83,2310,63254,CL1 Comdty,Future,NYM,USD,0.01,10,1000,21830,22.51,21.83,0.6600005050503109,26,0.002,,1,1,1000,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,0.0046019328117807845,0.09999999999999787,0.009999999999999573,22.14397278023671,22.141312695543608,0.0026600846931010835,0.6975535096861505,0.8351966892212579,0.003184979930393835,5.3,0.016880393631087325,0.016880393631087325,0.2183,218.29999999999998,3.02,659.266,659.266,125000.0,189.60480291718366,0.32006037075867944,0.0,8.0,-8.0,0.016880393631087325,-0.00011598987836294481,-0.33598589925403055
26,07/02/1990,21.64,21.75,21.5,21.68,795,64266,CL1 Comdty,Future,NYM,USD,0.01,10,1000,21680,22.32,21.68,0.5697958698808998,27,0.002,,1,1,1000,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,-0.006871278057718699,-0.14999999999999858,0.022499999999999572,22.040867717961884,22.113354350359145,-0.07248663239726127,0.6610641307841963,0.8130585039123546,-0.08915303394339152,5.3,-0.47251107989997504,-0.47251107989997504,0.2168,216.79999999999998,2.63,570.184,570.184,125000.0,219.22747744587713,-10.358741211169882,-10.0,0.0,-10.0,0.47251107989997504,0.0006538437452490472,-0.3353320555087815
27,08/02/1990,21.65,21.95,21.58,21.65,42671,67913,CL1 Comdty,Future,NYM,USD,0.01,10,1000,21650,22.09,21.65,0.4878695180749297,28,0.002,,1,1,1000,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,-0.0013837638376383854,-0.030000000000001137,0.0009000000000000682,21.954008225081466,22.085272268519198,-0.13126404343773146,0.6253795831742398,0.7908094480810405,-0.1659869438285717,5.3,-0.8797308022914301,-0.8797308022914301,0.2165,216.5,2.25,487.125,487.125,125000.0,256.60764690787784,-22.574565108838335,-23.0,-10.0,-13.0,0.8797308022914301,0.0036570795476317595,-0.3316749759611497
28,09/02/1990,21.55,21.7,21.41,21.56,32593,70092,CL1 Comdty,Future,NYM,USD,0.01,10,1000,21560,21.74,21.56,0.4918512647809945,29,0.002,,1,1,1000,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,-0.004157043879907563,-0.08999999999999986,0.008099999999999975,21.86645084173003,22.053437585578642,-0.1869867438486139,0.5920131192188754,0.7694238878660289,-0.24302175536454335,5.3,-1.2880153034320796,-1.2880153034320796,0.21559999999999999,215.6,2.28,491.5679999999999,491.5679999999999,125000.0,254.28831819809267,-32.75272453231496,-33.0,-23.0,-10.0,1.2880153034320796,-0.01672747147314404,-0.3484024474342937
29,12/02/1990,21.58,21.87,21.51,21.84,59485,65331,CL1 Comdty,Future,NYM,USD,0.01,10,1000,21840,22.03,21.84,0.4587326745138875,30,0.002,,1,1,1000,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,0.012987012987013102,0.28000000000000114,0.07840000000000064,21.86057287690113,22.040501974331452,-0.17992909743032115,0.564250247909747,0.7511659256846965,-0.2395330928600278,5.3,-1.2695253921581473,-1.2695253921581473,0.2184,218.4,2.1,458.64000000000004,458.64000000000004,125000.0,272.5449154020582,-34.6002690606507,-35.0,-33.0,-2.0,1.2695253921581473,0.0011625690404378597,-0.34723987839385584
30,13/02/1990,21.9,22.24,21.73,21.82,39548,65842,CL1 Comdty,Future,NYM,USD,0.01,10,1000,21820,21.9,21.82,0.4365233861623733,31,0.002,,1,1,1000,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,-0.0009157509157509125,-0.019999999999999574,0.00039999999999998294,21.851556682034214,22.027138218311368,-0.17558153627715356,0.5337718561308418,0.7305969176850131,-0.2403261388420655,5.3,-1.273728535862947,-1.273728535862947,0.2182,218.20000000000002,2.0,436.40000000000003,436.40000000000003,125000.0,286.4344637946838,-36.483975018989085,-36.0,-35.0,-1.0,1.273728535862947,-0.007588666803949573,-0.35482854519780543
31,14/02/1990,21.75,21.99,21.62,21.95,48146,65943,CL1 Comdty,Future,NYM,USD,0.01,10,1000,21950,22.07,21.95,0.4364103573472996,32,0.002,,1,1,1000,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,0.005957836846929299,0.129999999999999,0.01689999999999974,21.8734329749155,22.02246317477735,-0.1490301998618513,0.505832836880526,0.7112192607631813,-0.20954185028950548,5.3,-1.110571806534379,-1.110571806534379,0.2195,219.5,1.99,436.805,436.805,125000.0,286.168885429425,-31.781109606528627,-32.0,-36.0,4.0,1.110571806534379,-0.02428585271692499,-0.37911439791473045
32,15/02/1990,22.05,22.48,22.02,22.43,33794,66128,CL1 Comdty,Future,NYM,USD,0.01,10,1000,22430,22.84,22.43,0.4451404272810972,33,0.002,,1,1,1000,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,0.02186788154897501,0.4800000000000004,0.2304000000000004,21.997114536045387,22.047162376305998,-0.0500478402606106,0.4909445754275247,0.7006743718929105,-0.07142810165213206,5.3,-0.37856893875629993,-0.37856893875629993,0.2243,224.3,1.98,444.11400000000003,444.11400000000003,125000.0,281.45926496350035,-10.655173524036055,-11.0,-32.0,21.0,0.37856893875629993,-0.0,-0.37911439791473045
33,16/02/1990,22.33,22.43,22.02,22.43,33884,66598,CL1 Comdty,Future,NYM,USD,0.01,10,1000,22430,22.84,22.43,0.4541475531146214,34,0.002,,1,1,1000,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,0.0,0.0,0.0,22.09331130581308,22.07036465652988,0.022946649283202447,0.46440703080982065,0.681474160045574,0.033672075375048516,5.3,0.17846199948775712,0.17846199948775712,0.2243,224.3,2.02,453.086,453.086,125000.0,275.8858141721439,4.923513402746861,5.0,-11.0,16.0,0.17846199948775712,-0.001432151578591001,-0.38054654949332145
34,19/02/1990,22.33,22.43,22.02,22.25,33884,66598,CL1 Comdty,Future,NYM,USD,0.01,10,1000,22250,22.42,22.25,0.446610195435197,35,0.002,,1,1,1000,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,-0.00802496656263929,-0.17999999999999972,0.0323999999999999,22.128131015632395,22.08125164704322,0.046879368589173964,0.44105529941469523,0.6641199435453623,0.0705887077248598,5.3,0.37412015094175693,0.37412015094175693,0.2225,222.5,2.01,447.22499999999997,447.22499999999997,125000.0,279.50136955671087,10.456709456698444,10.0,5.0,5.0,0.37412015094175693,-0.001849582768700807,-0.38239613226202224
35,20/02/1990,22.1,22.2,21.97,22.14,43194,67384,CL1 Comdty,Future,NYM,USD,0.01,10,1000,22140,22.19,22.14,0.4440938339285196,36,0.002,,1,1,1000,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,-0.004943820224719064,-0.10999999999999943,0.012099999999999875,22.130768567714085,22.084812153283025,0.045956414431060466,0.41786852647336037,0.6464275106099371,0.07109291247165249,5.3,0.37679243609975815,0.37679243609975815,0.2214,221.4,2.01,445.01399999999995,445.01399999999995,125000.0,280.8900394144904,10.583724222714292,11.0,10.0,1.0,0.37679243609975815,-0.006807451420049854,-0.3892035836820721
36,21/02/1990,22.1,22.17,21.7,21.74,720,70234,CL1 Comdty,Future,NYM,USD,0.01,10,1000,21740,21.74,21.6,0.420099194635424,37,0.002,,1,1,1000,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,-0.01806684733514008,-0.40000000000000213,0.1600000000000017,22.043931108222065,22.063914447023446,-0.01998333880138148,0.40392968720453015,0.635554629598849,-0.03144236210503983,5.3,-0.1666445191567111,-0.1666445191567111,0.21739999999999998,217.39999999999998,1.93,419.58199999999994,419.58199999999994,125000.0,297.91554451811567,-4.9645992665531145,-5.0,11.0,-16.0,0.1666445191567111,-7.665341267558744e-05,-0.3892802370947477
37,22/02/1990,21.81,21.97,21.63,21.75,40566,68581,CL1 Comdty,Future,NYM,USD,0.01,10,1000,21750,21.75,21.73,0.4143275676724057,38,0.002,,1,1,1000,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,0.0004599816007360147,0.010000000000001563,0.00010000000000003127,21.978613084172718,22.044889329022023,-0.0662762448493055,0.38210105546374473,0.6181432321588134,-0.10721826496076205,5.3,-0.5682568042920388,-0.5682568042920388,0.2175,217.5,1.9,413.25,413.25,125000.0,302.48033877797945,-17.18865106751479,-17.0,-5.0,-12.0,0.5682568042920388,0.008621827375465397,-0.3806584097192823
38,23/02/1990,21.62,21.66,21.4,21.42,30657,67170,CL1 Comdty,Future,NYM,USD,0.01,10,1000,21420,21.42,21.47,0.4319529295343783,39,0.002,,1,1,1000,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,-0.015172413793103412,-0.3299999999999983,0.10889999999999887,21.85447684324545,22.007017248475233,-0.1525404052297823,0.3673334308440828,0.6060803831539863,-0.25168345564325334,5.3,-1.3339223149092427,-1.3339223149092427,0.21420000000000003,214.20000000000002,2.02,432.684,432.684,125000.0,288.8944356620536,-38.53627343827258,-39.0,-17.0,-22.0,1.3339223149092427,-0.02304160861421186,-0.4037000183334941
39,26/02/1990,21.6,21.93,21.48,21.79,23729,67867,CL1 Comdty,Future,NYM,USD,0.01,10,1000,21790,21.79,21.88,0.4315120701285944,40,0.002,,1,1,1000,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,0.017273576097105448,0.36999999999999744,0.1368999999999981,21.840148655857572,21.993864687961583,-0.1537160321040112,0.35487756971737555,0.595716014320058,-0.258035755979232,5.3,-1.3675895066899295,-1.3675895066899295,0.21789999999999998,217.89999999999998,1.98,431.44199999999995,431.44199999999995,125000.0,289.72608137362613,-39.62263487009638,-40.0,-39.0,-1.0,1.3675895066899295,0.013180073263188959,-0.39051994507030513
40,27/02/1990,21.88,21.95,21.56,21.58,1801,64725,CL1 Comdty,Future,NYM,USD,0.01,10,1000,21580,21.58,21.65,0.432319326424344,41,0.002,,1,1,1000,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,-0.009637448370812374,-0.21000000000000085,0.04410000000000036,21.78233784344478,21.968781979600276,-0.18644413615549738,0.33807878216508497,0.5814454249240293,-0.32065629578194355,5.3,-1.6994783676443008,-1.6994783676443008,0.2158,215.79999999999998,2.0,431.59999999999997,431.59999999999997,125000.0,289.6200185356812,-49.220295633813166,-49.0,-40.0,-9.0,1.6994783676443008,0.003150098920564038,-0.38736984614974107
41,28/02/1990,21.58,21.71,21.46,21.54,1801,64484,CL1 Comdty,Future,NYM,USD,0.01,10,1000,21540,21.54,21.56,0.4344440892297478,42,0.002,,1,1,1000,36,0.05405405405405406,0.2222222222222222,0.06060606060606061,-0.001853568118628357,-0.03999999999999915,0.0015999999999999318,21.728484989345937,21.942795192957835,-0.21431020361189823,0.3198907398858912,0.5655888434948936,-0.37891518914628863,5.3,-2.0082505024753297,-2.0082505024753297,0.2154,215.4,2.02,435.108,435.108,125000.0,287.28499590906165,-57.6940237387996,-58.0,-49.0,-9.0,2.0082505024753297,0.03449641067390291,-0.35287343547583816
