,Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate,eurusd,exchange_rate,point_value,stdev_lookback,stdev_decay,decay_fast,decay_slow,Daily_Return,returns,sqreturns,emwa_fast_fin,emwa_slow_fin,raw_cross,variance,std_dev,vol_adj_crossover,forecast_scalar,forecast,capped_forecast,1%_move,block_value,price_volatility,ICV,IVV,Daily_Cash_Vol_Tgt,Volatility_Scalar,Subsystem_Pos,Target_Pos,Current_pos,trades_needed,abs_forecast,forecast*returns,cum_series,price_diff,distance,net_exp_ret,stdev,stdev_yearly,raw_carry,cum_series_carry
10,17/01/2000,102.59,102.65,102.55,102.61,70447,215409,DU1 Comdty,Future,EUX,EUR,0.005,5,1000,102610,102.61,102.22,0.08136952746575,11,0.011,,0.88354833,,0.88354833,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,9.746588693970715e-05,0.010000000000005116,0.00010000000000010231,102.56190064204995,102.5027048579079,0.05919578414204807,0.0034514660328375107,0.05874917899713587,1.0076018959334558,30.0,-149.36378941444968,-20.0,1.0261,1026.1,0.08,81.36952746575001,71.89391010525256,125000.0,1738.6729949310063,-3477.345989862012,-3477.0,-3729.5967795777988,252.0,3.7785071097504592,100.80000000000041,-0.0036948507557649896,-0.39000000000000057,0.08333333333333333,-4.680000000000007,0.05874917899713587,0.939986863954174,-4.978792980481656,887.9999999999939
11,18/01/2000,102.6,102.62,102.5,102.55,134152,229219,DU1 Comdty,Future,EUX,EUR,0.005,5,1000,102550,102.55,102.13,0.085189983761783,12,0.011,,0.88354833,,0.88354833,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-0.0005847383295974895,-0.060000000000002274,0.0036000000000002727,102.56050056651466,102.5041600930492,0.05634047346546822,0.00345949489592739,0.05881747100927912,0.9578867043872028,30.0,-160.6665475043834,-20.0,1.0255,1025.5,0.08,85.189983761783,75.26946788545048,125000.0,1660.699929355584,-3321.3998587111682,-3321.0,-3477.345989862012,156.0,3.5920751414520105,103.20000000000164,-0.0012429223315657883,-0.4200000000000017,0.08333333333333333,-5.0400000000000205,0.05881747100927912,0.941079536148466,-5.355551583479447,991.1999999999955
12,19/01/2000,102.55,102.65,102.51,102.62,133588,234578,DU1 Comdty,Future,EUX,EUR,0.005,5,1000,102620,102.62,102.19,0.0850842719504191,13,0.011,,0.88354833,,0.88354833,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.0006825938566552558,0.07000000000000739,0.004900000000001035,102.56750049986589,102.50772439787845,0.059776101987438324,0.0035373600366881276,0.059475709635851574,1.005050672844863,30.0,-162.67145124012316,-20.0,1.0262,1026.2,0.08,85.0842719504191,75.17606639105863,125000.0,1662.7632436866554,-3325.5264873733113,-3326.0,-3321.3998587111682,-4.0,3.768940023168236,105.60000000000286,0.0009607066042175674,-0.4300000000000068,0.08333333333333333,-5.160000000000082,0.059475709635851574,0.9516113541736252,-5.422381708004106,1096.7999999999984
13,20/01/2000,102.61,102.68,102.52,102.68,161429,241237,DU1 Comdty,Future,EUX,EUR,0.005,5,1000,102680,102.68,102.24,0.0826881692464698,14,0.011,,0.88354833,,0.88354833,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.0005846813486649616,0.060000000000002274,0.0036000000000002727,102.58073573517578,102.51302518563602,0.06771054953975408,0.0035407459806509464,0.05950416775866163,1.1379127225907282,30.0,-166.37490066499066,-20.0,1.0268000000000002,1026.8000000000002,0.08,82.6881692464698,73.05899384847575,125000.0,1710.9460918562584,-3421.892183712517,-3422.0,-3325.5264873733113,-96.0,4.267172709715231,105.59999999999945,-0.0023639312685643653,-0.44000000000001194,0.08333333333333333,-5.280000000000143,0.05950416775866163,0.9520666841385861,-5.5458300221663555,1202.3999999999978
14,21/01/2000,102.63,102.69,102.55,102.6,131972,259083,DU1 Comdty,Future,EUX,EUR,0.005,5,1000,102600,102.6,102.16,0.0826881692464698,15,0.011,,0.88354833,,0.88354833,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-0.00077911959485788,-0.0800000000000125,0.006400000000002001,102.58300211927275,102.51570133377031,0.06730078550243945,0.0036953002519672195,0.06078898133681152,1.1071214556063735,30.0,-162.8584618838625,-20.0,1.026,1026.0,0.08,82.6881692464698,73.05899384847575,125000.0,1710.9460918562584,-3421.892183712517,-3422.0,-3421.892183712517,0.0,4.1517054585239,103.19999999999823,-0.0023639312685643653,-0.4399999999999977,0.08333333333333333,-5.279999999999973,0.06078898133681152,0.9726237013889844,-5.42861539612875,1305.599999999996
15,24/01/2000,102.6,102.61,102.51,102.6,118564,257991,DU1 Comdty,Future,EUX,EUR,0.005,5,1000,102600,102.6,102.17,0.0816843518266065,16,0.011,,0.88354833,,0.88354833,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.0,0.0,0.0,102.58500186994655,102.51829513888507,0.06670673106148683,0.003495554292401424,0.05912321280513622,1.128266342381377,30.0,-163.64131008725113,-20.0,1.026,1026.0,0.08,81.68435182660649,72.17207264353061,125000.0,1731.9718752902518,-3463.9437505805035,-3464.0,-3421.892183712517,-42.0,4.230998783930164,93.60000000000014,-0.00030204102298430485,-0.4299999999999926,0.08333333333333333,-5.159999999999911,0.05912321280513622,0.9459714048821796,-5.454710336241704,1399.1999999999962
16,25/01/2000,102.64,102.68,102.58,102.65,131236,267686,DU1 Comdty,Future,EUX,EUR,0.005,5,1000,102650,102.65,102.26,0.0812916559883786,17,0.011,,0.88354833,,0.88354833,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.0004873294346978696,0.05000000000001137,0.0025000000000011367,102.59264870877637,102.52234759615014,0.0703011126262254,0.003441740546866273,0.05866634935690368,1.198320901110452,30.0,-149.57467263927165,-20.0,1.0265,1026.5,0.08,81.29165598837861,71.82510689146642,125000.0,1740.3385168487835,-3480.677033697567,-3481.0,-3463.9437505805035,-17.0,4.493703379164195,91.19999999999891,-0.003804196603434354,-0.39000000000000057,0.08333333333333333,-4.680000000000007,0.05866634935690368,0.9386615897104589,-4.985822421309055,1490.399999999995
17,26/01/2000,102.62,102.64,102.55,102.57,138376,277823,DU1 Comdty,Future,EUX,EUR,0.005,5,1000,102570,102.57,102.19,0.0773584729252897,18,0.011,,0.88354833,,0.88354833,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-0.000779347296639199,-0.0800000000000125,0.006400000000002001,102.58998415480266,102.52381382396091,0.06617033084175716,0.003601646463251988,0.060013718958684674,1.102586741663367,30.0,-142.46742492139148,-20.0,1.0257,1025.7,0.08,77.3584729252897,68.34994956448993,125000.0,1828.8235879685512,-3657.6471759371025,-3658.0,-3480.677033697567,-177.0,4.134700281237627,95.99999999999795,-0.009044627885104089,-0.37999999999999545,0.08333333333333333,-4.559999999999945,0.060013718958684674,0.9602195033389548,-4.748914164046383,1586.399999999993
18,27/01/2000,102.58,102.59,102.38,102.44,241738,306842,DU1 Comdty,Future,EUX,EUR,0.005,5,1000,102440,102.44,102.04,0.0780534005238262,19,0.011,,0.88354833,,0.88354833,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-0.0012674271229403677,-0.12999999999999545,0.01689999999999882,102.57233896011999,102.5212349370698,0.05110402305018624,0.004320476384157222,0.06573033077778646,0.777480083326415,30.0,-136.92309004842792,-20.0,1.0244,1024.4,0.08,78.0534005238262,68.96395168364776,125000.0,1812.5411457481648,-3625.0822914963296,-3625.0,-3657.6471759371025,33.0,2.9155503124740565,98.39999999999918,-0.007621575214041064,-0.3999999999999915,0.08333333333333333,-4.799999999999898,0.06573033077778646,1.0516852924445834,-4.564103001614264,1684.7999999999922
19,28/01/2000,102.45,102.51,102.34,102.49,196301,299589,DU1 Comdty,Future,EUX,EUR,0.005,5,1000,102490,102.49,102.08,0.0768916987283591,20,0.011,,0.88354833,,0.88354833,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.00048809058961341023,0.04999999999999716,0.002499999999999716,102.5626520236353,102.52027386208304,0.04237816155225005,0.004222072255283843,0.06497747498390379,0.6521977279472304,30.0,-141.972275812274,-20.0,1.0249,1024.8999999999999,0.08,76.8916987283591,67.9375320023048,125000.0,1839.9255362376032,-3679.8510724752064,-3680.0,-3625.0822914963296,-55.0,2.445741479802114,96.00000000000136,-0.007860207420090344,-0.4099999999999966,0.08333333333333333,-4.919999999999959,0.06497747498390379,1.0396395997424606,-4.732409193742467,1780.7999999999936
20,31/01/2000,102.4,102.51,102.4,102.48,138206,301588,DU1 Comdty,Future,EUX,EUR,0.005,5,1000,102480,102.48,102.08,0.0770129859179565,21,0.011,,0.88354833,,0.88354833,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-9.75704946822864e-05,-0.009999999999990905,9.99999999998181e-05,102.55292825614879,102.51903466632665,0.03389358982214219,0.003999257538782004,0.06323968325965908,0.5359544525701805,30.0,-142.3157033068392,-20.0,1.0248000000000002,1024.8000000000002,0.08,77.0129859179565,68.04469509612399,125000.0,1837.027850935588,-3674.055701871176,-3674.0,-3679.8510724752064,6.0,2.0098291971381768,93.60000000000014,-0.0055067774468608496,-0.4000000000000057,0.08333333333333333,-4.800000000000068,0.06323968325965908,1.0118349321545452,-4.74385677689464,1874.3999999999937
21,01/02/2000,102.47,102.63,102.42,102.6,168631,294451,DU1 Comdty,Future,EUX,EUR,0.005,5,1000,102600,102.6,102.21,0.1114046677657603,22,0.011,,0.88354833,,0.88354833,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.0011709601873535203,0.11999999999999034,0.01439999999999768,102.55846610836659,102.52152590736276,0.03694020100383,0.004561459833982852,0.06753858033733647,0.5469496222651401,30.0,-129.92573957242396,-20.0,1.026,1026.0,0.11,111.40466776576031,98.43140815864236,125000.0,1269.919859304836,-2539.839718609672,-2540.0,-3674.055701871176,1134.0,2.0510610834942753,93.60000000000014,-0.005706685934530681,-0.39000000000000057,0.08333333333333333,-4.680000000000007,0.06753858033733647,1.0806172853973834,-4.330857985747466,1967.9999999999939
22,02/02/2000,102.62,102.68,102.55,102.59,126437,294034,DU1 Comdty,Future,EUX,EUR,0.005,5,1000,102590,102.59,102.2,0.1352442235365337,23,0.011,,0.88354833,,0.88354833,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-9.74658869394851e-05,-0.009999999999990905,9.99999999998181e-05,102.56217597797053,102.52363280252082,0.038543175449703426,0.004320299842956742,0.06572898784369605,0.5863953898295124,30.0,-133.5027403870423,-20.0,1.0259,1025.9,0.13,135.2442235365337,119.49480784785104,125000.0,1046.0705552927334,-2092.141110585467,-2092.0,-2539.839718609672,448.0,2.1989827118606717,91.20000000000232,-0.004420605783330349,-0.39000000000000057,0.08333333333333333,-4.680000000000007,0.06572898784369605,1.0516638054991367,-4.450091346234744,2059.199999999996
23,03/02/2000,102.61,102.73,102.4,102.65,232753,319010,DU1 Comdty,Future,EUX,EUR,0.005,5,1000,102650,102.65,102.27,0.1522465106332497,24,0.011,,0.88354833,,0.88354833,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.0005848523247879989,0.060000000000002274,0.0036000000000002727,102.57250821585635,102.52752102398172,0.04498719187462541,0.004281364716310446,0.06543213825262358,0.6875396873159895,30.0,-130.66973246373155,-20.0,1.0265,1026.5,0.15,152.2465106332497,134.51715021833502,125000.0,929.2495402787844,-1858.4990805575685,-1858.0,-2092.141110585467,234.0,2.5782738274349604,98.39999999999918,-0.007685833231616605,-0.38000000000000966,0.08333333333333333,-4.560000000000116,0.06543213825262358,1.0469142120419772,-4.355657748791051,2157.5999999999954
24,04/02/2000,102.63,102.69,102.49,102.52,173332,319105,DU1 Comdty,Future,EUX,EUR,0.005,5,1000,102520,102.52,102.11,0.0771902411794016,25,0.011,,0.88354833,,0.88354833,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-0.001266439357038629,-0.13000000000000966,0.016900000000002514,102.56633077869678,102.5272896078592,0.039041170837577965,0.004963453110023531,0.07045177861504655,0.5541545097236176,30.0,-130.94062607568745,-20.0,1.0252,1025.1999999999998,0.08,77.1902411794016,68.2013086863575,125000.0,1832.809405092898,-3665.618810185796,-3666.0,-1858.4990805575685,-1807.0,2.078079411463566,96.00000000000136,-0.008496632845921417,-0.4099999999999966,0.08333333333333333,-4.919999999999959,0.07045177861504655,1.1272284578407448,-4.364687535856248,2253.5999999999967
25,07/02/2000,102.48,102.51,102.45,102.48,87686,311296,DU1 Comdty,Future,EUX,EUR,0.005,5,1000,102480,102.48,102.08,0.0766420250254442,26,0.011,,0.88354833,,0.88354833,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-0.0003901677721419583,-0.03999999999999204,0.0015999999999993634,102.55617421649717,102.525834543002,0.03033967349516331,0.0047816448338060084,0.06914943842003353,0.43875516834817124,30.0,-130.1529008136197,-20.0,1.0248000000000002,1024.8000000000002,0.07,76.6420250254442,67.71693321904942,125000.0,1845.91938910837,-3691.83877821674,-3692.0,-3665.618810185796,-26.0,1.6453318813056421,93.60000000000014,-0.00769387529259123,-0.4000000000000057,0.08333333333333333,-4.800000000000068,0.06914943842003353,1.1063910147205365,-4.338430027120657,2347.199999999997
26,08/02/2000,102.47,102.55,102.46,102.53,108831,299975,DU1 Comdty,Future,EUX,EUR,0.005,5,1000,102530,102.53,102.14,0.0751664818918699,27,0.011,,0.88354833,,0.88354833,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.0004879000780639853,0.04999999999999716,0.002499999999999716,102.55309489690926,102.52596271090964,0.027132185999619196,0.00465831268062729,0.06825183280049914,0.39753051143588886,30.0,-128.56797597874677,-20.0,1.0253,1025.3000000000002,0.07,75.1664818918699,66.4132195475369,125000.0,1882.1554029695574,-3764.3108059391147,-3764.0,-3691.83877821674,-72.0,1.4907394178845832,98.39999999999918,-0.008711643353177662,-0.39000000000000057,0.08333333333333333,-4.680000000000007,0.06825183280049914,1.0920293248079862,-4.285599199291559,2445.5999999999963
27,09/02/2000,102.55,102.55,102.45,102.46,134097,304536,DU1 Comdty,Future,EUX,EUR,0.005,5,1000,102460,102.46,102.05,0.0768505042273684,28,0.011,,0.88354833,,0.88354833,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-0.0006827270067297775,-0.07000000000000739,0.004900000000001035,102.5421425560964,102.5239330890355,0.018209467060898987,0.004671376860052898,0.0683474714971439,0.26642488247220564,30.0,-134.97207428347102,-20.0,1.0246,1024.6,0.08,76.8505042273684,67.9011346697493,125000.0,1840.9117993088396,-3681.823598617679,-3682.0,-3764.3108059391147,82.0,0.9990933092707711,98.39999999999918,-0.008711643353177662,-0.4099999999999966,0.08333333333333333,-4.919999999999959,0.0683474714971439,1.0935595439543024,-4.499069142782367,2543.9999999999955
28,10/02/2000,102.42,102.53,102.41,102.46,130953,316506,DU1 Comdty,Future,EUX,EUR,0.005,5,1000,102460,102.46,102.05,0.0789050061783202,29,0.011,,0.88354833,,0.88354833,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.0,0.0,0.0,102.5324787259674,102.52196591706517,0.010512808902220172,0.004418870002752742,0.06647458162901623,0.15814780092773564,30.0,-138.7748485802158,-20.0,1.0246,1024.6,0.08,78.9050061783202,69.7163864374945,125000.0,1792.9787584741075,-3585.957516948215,-3586.0,-3681.823598617679,96.0,0.5930542534790086,103.19999999999823,-0.008827406432131164,-0.4099999999999966,0.08333333333333333,-4.919999999999959,0.06647458162901623,1.0635933060642597,-4.625828286007193,2647.1999999999935
29,11/02/2000,102.42,102.48,102.4,102.44,123591,321559,DU1 Comdty,Future,EUX,EUR,0.005,5,1000,102440,102.44,102.01,0.078160092118679,30,0.011,,0.88354833,,0.88354833,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-0.00019519812609791742,-0.01999999999999602,0.00039999999999984086,102.52159887585357,102.51944388884779,0.002154987005781095,0.00420163378638772,0.06482001069413457,0.033245705804490024,30.0,-149.25946318727318,-20.0,1.0244,1024.4,0.08,78.160092118679,69.058218864105,125000.0,1810.0669559112007,-3620.1339118224014,-3620.0,-3585.957516948215,-34.0,0.12467139676683758,105.59999999999945,-0.008717874748130622,-0.4299999999999926,0.08333333333333333,-5.159999999999911,0.06482001069413457,1.037120171106153,-4.975315439575773,2752.799999999993
30,14/02/2000,102.43,102.55,102.42,102.53,98121,318639,DU1 Comdty,Future,EUX,EUR,0.005,5,1000,102530,102.53,102.09,0.0703491293478459,31,0.011,,0.88354833,,0.88354833,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.0008785630613041828,0.09000000000000341,0.008100000000000614,102.52258724340021,102.51976869226786,0.002818551132349967,0.00441235628442085,0.0664255695076892,0.04243171949054499,30.0,-149.03899316744221,-20.0,1.0253,1025.3000000000002,0.07,70.3491293478459,62.15685575224324,125000.0,2011.0412357125826,-4022.0824714251657,-4022.0,-3620.1339118224014,-402.0,0.15911894808954372,100.80000000000041,-0.008764432520906256,-0.4399999999999977,0.08333333333333333,-5.279999999999973,0.0664255695076892,1.0628091121230272,-4.967966438914741,2853.599999999993
31,15/02/2000,102.55,102.55,102.46,102.5,116620,319108,DU1 Comdty,Future,EUX,EUR,0.005,5,1000,102500,102.5,102.08,0.0712390342438739,32,0.011,,0.88354833,,0.88354833,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-0.0002925972885984285,-0.030000000000001137,0.0009000000000000682,102.51992992064724,102.51916042481346,0.0007694958337793878,0.004222499187965672,0.06498076013687183,0.011841902620999892,30.0,-145.42766166623917,-20.0,1.025,1025.0,0.07,71.2390342438739,62.9431297369876,125000.0,1985.9196789597452,-3971.8393579194903,-3972.0,-4022.0824714251657,50.0,0.0444071348287496,100.80000000000041,-0.00877309732770211,-0.4200000000000017,0.08333333333333333,-5.0400000000000205,0.06498076013687183,1.0396921621899493,-4.8475887222079725,2954.3999999999933
32,16/02/2000,102.51,102.51,102.44,102.48,110746,321958,DU1 Comdty,Future,EUX,EUR,0.005,5,1000,102480,102.48,102.06,0.0726567271489686,33,0.011,,0.88354833,,0.88354833,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-0.00019512195121951237,-0.01999999999999602,0.00039999999999984086,102.51523228292405,102.51795548866536,-0.0027232057413186794,0.004015877610237789,0.06337095241700087,-0.042972460369525865,30.0,-149.12195003502637,-20.0,1.0248000000000002,1024.8000000000002,0.07,72.6567271489686,64.19572993573686,125000.0,1947.1700084278386,-3894.3400168556773,-3894.0,-3971.8393579194903,77.0,0.161146726385722,103.19999999999823,-0.00866302442716541,-0.4200000000000017,0.08333333333333333,-5.0400000000000205,0.06337095241700087,1.013935238672014,-4.970731667834213,3057.5999999999913
