,price,swing_high,swing_low,fib_382,fib_500,fib_618,trend,forecast
2020-05-11,114.62877402320744,115.7565859052997,112.89271325061343,114.66258655120954,114.32464957795656,113.98671260470358,-1.0,-10.0
2020-05-12,115.14754399533638,115.7565859052997,112.89271325061343,114.66258655120954,114.32464957795656,113.98671260470358,-1.0,0.0
2020-05-13,114.89253579590901,115.7565859052997,112.89271325061343,114.66258655120954,114.32464957795656,113.98671260470358,-1.0,0.0
2020-05-14,114.75759832826233,115.7565859052997,112.89271325061343,114.66258655120954,114.32464957795656,113.98671260470358,-1.0,0.0
2020-05-15,114.26821647037117,115.7565859052997,112.89271325061343,114.66258655120954,114.32464957795656,113.98671260470358,-1.0,0.0
2020-05-18,114.04606984033312,115.7565859052997,112.89271325061343,114.66258655120954,114.32464957795656,113.98671260470358,-1.0,0.0
2020-05-19,114.23472008685555,115.7565859052997,112.89271325061343,114.66258655120954,114.32464957795656,113.98671260470358,-1.0,0.0
2020-05-20,114.61321439517822,115.7565859052997,112.89271325061343,114.66258655120954,114.32464957795656,113.98671260470358,-1.0,-10.0
2020-05-21,114.1521317330894,115.7565859052997,112.89271325061343,114.66258655120954,114.32464957795656,113.98671260470358,1.0,10.0
2020-05-22,114.58693469314224,115.7565859052997,112.89271325061343,114.66258655120954,114.32464957795656,113.98671260470358,1.0,0.0
2020-05-25,115.26475362254472,115.7565859052997,112.89271325061343,114.66258655120954,114.32464957795656,113.98671260470358,1.0,0.0
2020-05-26,115.47147107415657,115.7565859052997,112.89271325061343,114.66258655120954,114.32464957795656,113.98671260470358,1.0,0.0
2020-05-27,116.40986898043559,116.40986898043559,112.89271325061343,115.06631549164352,114.65129111552451,114.2362667394055,1.0,0.0
2020-05-28,116.02297438088381,116.40986898043559,112.89271325061343,115.06631549164352,114.65129111552451,114.2362667394055,1.0,0.0
2020-05-29,115.4006470292281,116.40986898043559,112.89271325061343,115.06631549164352,114.65129111552451,114.2362667394055,1.0,0.0
2020-06-01,114.51128690477596,116.40986898043559,112.89271325061343,115.06631549164352,114.65129111552451,114.2362667394055,1.0,10.0
2020-06-02,115.25930906052055,116.40986898043559,112.89271325061343,115.06631549164352,114.65129111552451,114.2362667394055,1.0,0.0
2020-06-03,115.58649188869758,116.40986898043559,112.89271325061343,115.06631549164352,114.65129111552451,114.2362667394055,1.0,0.0
2020-06-04,115.55869955324235,116.40986898043559,112.89271325061343,115.06631549164352,114.65129111552451,114.2362667394055,1.0,0.0
2020-06-05,115.69868386640226,116.40986898043559,112.89271325061343,115.06631549164352,114.65129111552451,114.2362667394055,1.0,0.0
2020-06-08,115.13593934275308,116.40986898043559,112.89271325061343,115.06631549164352,114.65129111552451,114.2362667394055,1.0,0.0
2020-06-09,116.35881533256149,116.40986898043559,112.89271325061343,115.06631549164352,114.65129111552451,114.2362667394055,1.0,0.0
2020-06-10,116.4234259235491,116.4234259235491,112.89271325061343,115.07469368248768,114.65806958708126,114.24144549167485,1.0,0.0
2020-06-11,116.47812332085155,116.47812332085155,112.89271325061343,115.10849667402059,114.68541828573248,114.26233989744439,1.0,0.0
2020-06-12,116.8410066328009,116.8410066328009,112.89271325061343,115.33275856080529,114.86685994170716,114.40096132260904,1.0,0.0
2020-06-15,117.08151124866924,117.08151124866924,112.89271325061343,115.48139041341192,114.98711224964134,114.49283408587075,1.0,0.0
2020-06-16,117.19345326080882,117.19345326080882,112.89271325061343,115.55057057691418,115.04308325571112,114.53559593450807,1.0,0.0
2020-06-17,116.79821603308616,117.19345326080882,112.89271325061343,115.55057057691418,115.04308325571112,114.53559593450807,1.0,0.0
2020-06-18,117.03395021165416,117.19345326080882,112.89271325061343,115.55057057691418,115.04308325571112,114.53559593450807,1.0,0.0
2020-06-19,117.97496245989167,117.97496245989167,112.89271325061343,116.03354326194739,115.43383785525255,114.83413244855771,1.0,0.0
2020-06-22,118.64767248296917,118.64767248296917,112.89271325061343,116.44927805620928,115.77019286679129,115.09110767737332,1.0,0.0
2020-06-23,119.44426579628886,119.44426579628886,112.89271325061343,116.94157272384085,116.16848952345114,115.39540632306144,1.0,0.0
2020-06-24,119.18865795807326,119.44426579628886,112.89271325061343,116.94157272384085,116.16848952345114,115.39540632306144,1.0,0.0
2020-06-25,118.69385554794398,119.44426579628886,112.89271325061343,116.94157272384085,116.16848952345114,115.39540632306144,1.0,0.0
2020-06-26,118.63096208789416,119.44426579628886,112.89271325061343,116.94157272384085,116.16848952345114,115.39540632306144,1.0,0.0
2020-06-29,118.65882454403851,119.44426579628886,113.4261945190137,117.14536256836975,116.43523015765129,115.72509774693282,1.0,0.0
2020-06-30,119.20592030327398,119.44426579628886,113.4261945190137,117.14536256836975,116.43523015765129,115.72509774693282,1.0,0.0
2020-07-01,118.35968798841657,119.44426579628886,113.4261945190137,117.14536256836975,116.43523015765129,115.72509774693282,1.0,0.0
2020-07-02,119.12446314814687,119.44426579628886,113.74258545206685,117.26622390479605,116.59342562417785,115.92062734355966,1.0,0.0
2020-07-03,119.04545919885739,119.44426579628886,114.04606984033312,117.38215494111377,116.74516781831099,116.10818069550821,1.0,0.0
2020-07-06,118.83201866388367,119.44426579628886,114.04606984033312,117.38215494111377,116.74516781831099,116.10818069550821,1.0,0.0
2020-07-07,118.32596647625358,119.44426579628886,114.04606984033312,117.38215494111377,116.74516781831099,116.10818069550821,1.0,0.0
2020-07-08,117.4985381403207,119.44426579628886,114.04606984033312,117.38215494111377,116.74516781831099,116.10818069550821,1.0,0.0
2020-07-09,117.91012343230166,119.44426579628886,114.04606984033312,117.38215494111377,116.74516781831099,116.10818069550821,1.0,0.0
2020-07-10,117.94678241589585,119.44426579628886,114.04606984033312,117.38215494111377,116.74516781831099,116.10818069550821,1.0,0.0
2020-07-13,117.30180196602534,119.44426579628886,114.04606984033312,117.38215494111377,116.74516781831099,116.10818069550821,1.0,0.0
2020-07-14,116.65426257999353,119.44426579628886,114.04606984033312,117.38215494111377,116.74516781831099,116.10818069550821,1.0,10.0
2020-07-15,116.48637023034846,119.44426579628886,114.04606984033312,117.38215494111377,116.74516781831099,116.10818069550821,1.0,10.0
2020-07-16,117.32088099299315,119.44426579628886,114.04606984033312,117.38215494111377,116.74516781831099,116.10818069550821,1.0,0.0
2020-07-17,117.19108531731136,119.44426579628886,114.04606984033312,117.38215494111377,116.74516781831099,116.10818069550821,1.0,0.0
2020-07-20,116.4395138407523,119.44426579628886,114.04606984033312,117.38215494111377,116.74516781831099,116.10818069550821,1.0,10.0
2020-07-21,116.31664230870933,119.44426579628886,114.04606984033312,117.38215494111377,116.74516781831099,116.10818069550821,1.0,10.0
2020-07-22,116.18028052383549,119.44426579628886,114.04606984033312,117.38215494111377,116.74516781831099,116.10818069550821,1.0,10.0
2020-07-23,114.83183720236471,119.44426579628886,114.04606984033312,117.38215494111377,116.74516781831099,116.10818069550821,1.0,0.0
2020-07-24,114.8046897691058,119.44426579628886,114.04606984033312,117.38215494111377,116.74516781831099,116.10818069550821,1.0,0.0
2020-07-27,114.68922250400146,119.44426579628886,114.1521317330894,117.42267058414667,116.79819876468913,116.17372694523159,1.0,0.0
2020-07-28,115.03732568640817,119.44426579628886,114.1521317330894,117.42267058414667,116.79819876468913,116.17372694523159,1.0,0.0
2020-07-29,115.96180373388084,119.44426579628886,114.1521317330894,117.42267058414667,116.79819876468913,116.17372694523159,1.0,0.0
2020-07-30,116.52508624865473,119.44426579628886,114.51128690477596,117.55986785973093,116.97777635053241,116.39568484133389,1.0,10.0
2020-07-31,116.39064190337731,119.44426579628886,114.51128690477596,117.55986785973093,116.97777635053241,116.39568484133389,1.0,0.0
2020-08-03,115.83737894900648,119.44426579628886,114.51128690477596,117.55986785973093,116.97777635053241,116.39568484133389,1.0,0.0
2020-08-04,117.1240588506314,119.44426579628886,114.51128690477596,117.55986785973093,116.97777635053241,116.39568484133389,1.0,0.0
2020-08-05,117.15366806763865,119.44426579628886,114.51128690477596,117.55986785973093,116.97777635053241,116.39568484133389,1.0,0.0
2020-08-06,117.16063271359512,119.44426579628886,114.51128690477596,117.55986785973093,116.97777635053241,116.39568484133389,1.0,0.0
2020-08-07,117.14857017004012,119.44426579628886,114.51128690477596,117.55986785973093,116.97777635053241,116.39568484133389,1.0,0.0
2020-08-10,117.24761255042405,119.44426579628886,114.68922250400146,117.62783925863508,117.06674415014515,116.50564904165525,1.0,0.0
2020-08-11,117.17543234446208,119.44426579628886,114.68922250400146,117.62783925863508,117.06674415014515,116.50564904165525,1.0,0.0
2020-08-12,116.88860134102195,119.44426579628886,114.68922250400146,117.62783925863508,117.06674415014515,116.50564904165525,1.0,10.0
2020-08-13,116.61517187040177,119.44426579628886,114.68922250400146,117.62783925863508,117.06674415014515,116.50564904165525,1.0,10.0
2020-08-14,116.59879523529376,119.44426579628886,114.68922250400146,117.62783925863508,117.06674415014515,116.50564904165525,-1.0,0.0
2020-08-17,116.32708284972688,119.44426579628886,114.68922250400146,117.62783925863508,117.06674415014515,116.50564904165525,-1.0,0.0
2020-08-18,115.9706599583883,119.44426579628886,114.68922250400146,117.62783925863508,117.06674415014515,116.50564904165525,-1.0,0.0
2020-08-19,116.02387507223425,119.44426579628886,114.68922250400146,117.62783925863508,117.06674415014515,116.50564904165525,-1.0,0.0
2020-08-20,115.89638646352383,119.44426579628886,114.68922250400146,117.62783925863508,117.06674415014515,116.50564904165525,-1.0,0.0
2020-08-21,116.64838295781516,119.44426579628886,114.68922250400146,117.62783925863508,117.06674415014515,116.50564904165525,1.0,10.0
2020-08-24,115.32289805361866,119.44426579628886,114.68922250400146,117.62783925863508,117.06674415014515,116.50564904165525,1.0,0.0
2020-08-25,115.86865147957988,119.44426579628886,114.68922250400146,117.62783925863508,117.06674415014515,116.50564904165525,1.0,0.0
2020-08-26,116.4916940758287,119.44426579628886,114.68922250400146,117.62783925863508,117.06674415014515,116.50564904165525,1.0,0.0
2020-08-27,115.45499895962463,119.44426579628886,114.68922250400146,117.62783925863508,117.06674415014515,116.50564904165525,1.0,0.0
2020-08-28,115.28365516258445,119.44426579628886,114.68922250400146,117.62783925863508,117.06674415014515,116.50564904165525,-1.0,0.0
2020-08-31,115.09793472958656,119.44426579628886,114.68922250400146,117.62783925863508,117.06674415014515,116.50564904165525,-1.0,0.0
2020-09-01,114.39417888222765,119.20592030327398,114.39417888222765,117.36783508043429,116.80004959275081,116.23226410506734,-1.0,0.0
2020-09-02,114.00527053843221,119.20592030327398,114.00527053843221,117.21927209310442,116.60559542085309,115.99191874860178,-1.0,0.0
2020-09-03,113.4499826156993,119.20592030327398,113.4499826156993,117.00715210662045,116.32795145948664,115.64875081235283,-1.0,0.0
2020-09-04,114.3261178374111,119.20592030327398,113.4499826156993,117.00715210662045,116.32795145948664,115.64875081235283,-1.0,0.0
2020-09-07,114.79395703398484,119.20592030327398,113.4499826156993,117.00715210662045,116.32795145948664,115.64875081235283,-1.0,0.0
2020-09-08,115.42973458148192,119.12446314814687,113.4499826156993,116.9568115847519,116.28722288192309,115.61763417909427,-1.0,0.0
2020-09-09,115.79057061350353,119.12446314814687,113.4499826156993,116.9568115847519,116.28722288192309,115.61763417909427,-1.0,0.0
2020-09-10,115.22604472789492,119.04545919885739,113.4499826156993,116.907987144091,116.24772090727834,115.58745467046569,-1.0,0.0
2020-09-11,114.96378459475503,118.83201866388367,113.4499826156993,116.77608089347724,116.14100063979149,115.50592038610573,-1.0,0.0
2020-09-14,115.20847187536899,118.32596647625358,113.4499826156993,116.46334064152185,115.88797454597645,115.31260845043103,-1.0,0.0
2020-09-15,114.59740797092302,117.94678241589585,113.4499826156993,116.22900489222077,115.69838251579758,115.16776013937438,-1.0,0.0
2020-09-16,114.95390718600922,117.94678241589585,113.4499826156993,116.22900489222077,115.69838251579758,115.16776013937438,-1.0,0.0
2020-09-17,114.83374448693014,117.94678241589585,113.4499826156993,116.22900489222077,115.69838251579758,115.16776013937438,-1.0,0.0
2020-09-18,114.64633408315535,117.32088099299315,113.4499826156993,115.8421978128669,115.38543180434623,114.92866579582555,-1.0,0.0
2020-09-21,115.00181406725709,117.32088099299315,113.4499826156993,115.8421978128669,115.38543180434623,114.92866579582555,-1.0,0.0
2020-09-22,115.22394572300011,117.32088099299315,113.4499826156993,115.8421978128669,115.38543180434623,114.92866579582555,-1.0,0.0
2020-09-23,115.04346264009057,117.32088099299315,113.4499826156993,115.8421978128669,115.38543180434623,114.92866579582555,-1.0,0.0
2020-09-24,115.6231275417727,117.24761255042405,113.4499826156993,115.7969179153592,115.34879758306167,114.90067725076415,-1.0,-10.0
2020-09-25,115.08259587797275,117.24761255042405,113.4499826156993,115.7969179153592,115.34879758306167,114.90067725076415,-1.0,0.0
2020-09-28,115.39056368144487,117.24761255042405,113.4499826156993,115.7969179153592,115.34879758306167,114.90067725076415,-1.0,-10.0
2020-09-29,115.68711431042907,117.24761255042405,113.4499826156993,115.7969179153592,115.34879758306167,114.90067725076415,-1.0,-10.0
2020-09-30,115.53234109077208,117.24761255042405,113.4499826156993,115.7969179153592,115.34879758306167,114.90067725076415,-1.0,-10.0
2020-10-01,115.69540760189314,117.24761255042405,113.4499826156993,115.7969179153592,115.34879758306167,114.90067725076415,-1.0,-10.0
2020-10-02,115.06985081370048,117.24761255042405,113.4499826156993,115.7969179153592,115.34879758306167,114.90067725076415,-1.0,0.0
2020-10-05,115.53186432330394,117.24761255042405,113.4499826156993,115.7969179153592,115.34879758306167,114.90067725076415,-1.0,-10.0
2020-10-06,115.43941325508244,117.24761255042405,113.4499826156993,115.7969179153592,115.34879758306167,114.90067725076415,-1.0,-10.0
2020-10-07,115.17805174482292,117.24761255042405,113.4499826156993,115.7969179153592,115.34879758306167,114.90067725076415,-1.0,0.0
2020-10-08,115.70255635774136,117.24761255042405,113.4499826156993,115.7969179153592,115.34879758306167,114.90067725076415,-1.0,-10.0
2020-10-09,115.35038451246999,117.24761255042405,113.4499826156993,115.7969179153592,115.34879758306167,114.90067725076415,-1.0,-10.0
2020-10-12,114.64615386428821,117.24761255042405,113.4499826156993,115.7969179153592,115.34879758306167,114.90067725076415,-1.0,0.0
2020-10-13,113.86783927752626,117.24761255042405,113.4499826156993,115.7969179153592,115.34879758306167,114.90067725076415,-1.0,0.0
2020-10-14,114.17084425319908,117.24761255042405,113.4499826156993,115.7969179153592,115.34879758306167,114.90067725076415,-1.0,0.0
2020-10-15,113.53062957695093,117.24761255042405,113.4499826156993,115.7969179153592,115.34879758306167,114.90067725076415,-1.0,0.0
2020-10-16,114.40802666794312,117.24761255042405,113.4499826156993,115.7969179153592,115.34879758306167,114.90067725076415,-1.0,0.0
2020-10-19,113.36706196400125,117.17543234446208,113.36706196400125,115.72063485912605,115.27124715423167,114.82185944933728,-1.0,0.0
2020-10-20,114.21529014814627,116.88860134102195,113.36706196400125,115.54337329900005,115.1278316525116,114.71229000602315,-1.0,0.0
2020-10-21,114.32079888174758,116.64838295781516,113.36706196400125,115.39491833817824,115.00772246090821,114.62052658363817,-1.0,0.0
2020-10-22,114.27244232581238,116.64838295781516,113.36706196400125,115.39491833817824,115.00772246090821,114.62052658363817,-1.0,0.0
2020-10-23,113.99998278240791,116.64838295781516,113.36706196400125,115.39491833817824,115.00772246090821,114.62052658363817,-1.0,0.0
2020-10-26,114.19955083958395,116.64838295781516,113.36706196400125,115.39491833817824,115.00772246090821,114.62052658363817,-1.0,0.0
2020-10-27,114.18073348837152,116.64838295781516,113.36706196400125,115.39491833817824,115.00772246090821,114.62052658363817,-1.0,0.0
2020-10-28,114.73238442937978,116.64838295781516,113.36706196400125,115.39491833817824,115.00772246090821,114.62052658363817,-1.0,0.0
2020-10-29,114.7894982537108,116.64838295781516,113.36706196400125,115.39491833817824,115.00772246090821,114.62052658363817,-1.0,0.0
2020-10-30,114.86464913444173,116.4916940758287,113.36706196400125,115.29808460911062,114.92937801991498,114.56067143071934,-1.0,0.0
2020-11-02,114.68284302833482,116.4916940758287,113.36706196400125,115.29808460911062,114.92937801991498,114.56067143071934,-1.0,0.0
2020-11-03,114.65437021647428,116.4916940758287,113.36706196400125,115.29808460911062,114.92937801991498,114.56067143071934,-1.0,0.0
2020-11-04,114.80827110092031,115.79057061350353,113.36706196400125,114.86479030939365,114.57881628875239,114.29284226811113,-1.0,-10.0
2020-11-05,113.953186904592,115.79057061350353,113.36706196400125,114.86479030939365,114.57881628875239,114.29284226811113,-1.0,0.0
2020-11-06,113.27909419353914,115.79057061350353,113.27909419353914,114.83118662107714,114.53483240352134,114.23847818596553,-1.0,0.0
2020-11-09,113.6507262405505,115.79057061350353,113.27909419353914,114.83118662107714,114.53483240352134,114.23847818596553,-1.0,0.0
2020-11-10,113.73615895961447,115.79057061350353,113.27909419353914,114.83118662107714,114.53483240352134,114.23847818596553,-1.0,0.0
2020-11-11,113.64416729143812,115.79057061350353,113.27909419353914,114.83118662107714,114.53483240352134,114.23847818596553,-1.0,0.0
2020-11-12,113.65338425797083,115.79057061350353,113.27909419353914,114.83118662107714,114.53483240352134,114.23847818596553,-1.0,0.0
2020-11-13,113.82717511065167,115.79057061350353,113.27909419353914,114.83118662107714,114.53483240352134,114.23847818596553,-1.0,0.0
2020-11-16,113.55729527049698,115.79057061350353,113.27909419353914,114.83118662107714,114.53483240352134,114.23847818596553,-1.0,0.0
2020-11-17,113.16814290779583,115.79057061350353,113.16814290779583,114.78880322992319,114.47935676064968,114.16991029137617,-1.0,0.0
2020-11-18,113.26606553534467,115.70255635774136,113.16814290779583,114.73441041986216,114.43534963276859,114.13628884567503,-1.0,0.0
2020-11-19,112.77687914653715,115.70255635774136,112.77687914653715,114.58494766306136,114.23971775213926,113.89448784121716,-1.0,0.0
2020-11-20,112.98100552439439,115.70255635774136,112.77687914653715,114.58494766306136,114.23971775213926,113.89448784121716,-1.0,0.0
2020-11-23,112.12971372227547,115.70255635774136,112.12971372227547,114.33773047099339,113.91613504000841,113.49453960902343,-1.0,0.0
2020-11-24,112.64429154093828,115.70255635774136,112.12971372227547,114.33773047099339,113.91613504000841,113.49453960902343,-1.0,0.0
2020-11-25,112.88059028214481,115.70255635774136,112.12971372227547,114.33773047099339,113.91613504000841,113.49453960902343,-1.0,0.0
2020-11-26,113.00860514930174,115.70255635774136,112.12971372227547,114.33773047099339,113.91613504000841,113.49453960902343,-1.0,0.0
2020-11-27,113.4999506412745,115.70255635774136,112.12971372227547,114.33773047099339,113.91613504000841,113.49453960902343,-1.0,0.0
2020-11-30,114.3326878635058,115.70255635774136,112.12971372227547,114.33773047099339,113.91613504000841,113.49453960902343,-1.0,-10.0
2020-12-01,114.83987289601485,115.70255635774136,112.12971372227547,114.33773047099339,113.91613504000841,113.49453960902343,-1.0,0.0
2020-12-02,113.91943578034903,115.70255635774136,112.12971372227547,114.33773047099339,113.91613504000841,113.49453960902343,-1.0,-10.0
2020-12-03,113.27964729698118,115.70255635774136,112.12971372227547,114.33773047099339,113.91613504000841,113.49453960902343,-1.0,0.0
2020-12-04,112.96723800813334,115.70255635774136,112.12971372227547,114.33773047099339,113.91613504000841,113.49453960902343,-1.0,0.0
2020-12-07,112.98028353323876,115.70255635774136,112.12971372227547,114.33773047099339,113.91613504000841,113.49453960902343,-1.0,0.0
2020-12-08,113.23911304347332,115.70255635774136,112.12971372227547,114.33773047099339,113.91613504000841,113.49453960902343,-1.0,0.0
2020-12-09,112.8762411368966,115.70255635774136,112.12971372227547,114.33773047099339,113.91613504000841,113.49453960902343,-1.0,0.0
