,price,swing_high,swing_low,fib_382,fib_500,fib_618,trend,forecast
2020-03-30,90.20267536253984,100.12418229200004,90.20267536253984,96.33416664494624,95.16342882726994,93.99269100959364,0.0,0.0
2020-03-31,90.8526960204552,99.67435226860727,90.20267536253984,96.0561716904895,94.93851381557354,93.8208559406576,0.0,0.0
2020-04-01,91.93768804331185,99.11548523841594,90.20267536253984,95.71079186583127,94.65908030047788,93.60736873512451,0.0,0.0
2020-04-02,91.88007994604759,99.11548523841594,90.20267536253984,95.71079186583127,94.65908030047788,93.60736873512451,0.0,0.0
2020-04-03,92.68290626436121,98.43174203206799,90.20267536253984,95.28823856430823,94.31720869730391,93.34617883029959,0.0,0.0
2020-04-06,92.97221508439931,98.43174203206799,90.20267536253984,95.28823856430823,94.31720869730391,93.34617883029959,0.0,0.0
2020-04-07,92.45611928071521,98.43174203206799,90.20267536253984,95.28823856430823,94.31720869730391,93.34617883029959,0.0,0.0
2020-04-08,92.74523576512195,98.3051435554291,90.20267536253984,95.2100007057454,94.25390945898447,93.29781821222353,0.0,0.0
2020-04-09,93.97566501829472,98.3051435554291,90.20267536253984,95.2100007057454,94.25390945898447,93.29781821222353,0.0,0.0
2020-04-10,93.94700418700675,97.16534500645832,90.20267536253984,94.50560520248146,93.68401018449907,92.8624151665167,0.0,0.0
2020-04-13,95.19871911165797,96.81857689860607,90.20267536253984,94.29130251182876,93.51062613057294,92.72994974931714,0.0,0.0
2020-04-14,93.10292302838617,96.81857689860607,90.20267536253984,94.29130251182876,93.51062613057294,92.72994974931714,0.0,0.0
2020-04-15,93.76044503188635,96.48493175739874,90.20267536253984,94.08510981456264,93.34380355996929,92.60249730537593,0.0,0.0
2020-04-16,93.83008268647689,96.48493175739874,90.20267536253984,94.08510981456264,93.34380355996929,92.60249730537593,0.0,0.0
2020-04-17,93.59087680610419,96.48493175739874,90.20267536253984,94.08510981456264,93.34380355996929,92.60249730537593,0.0,0.0
2020-04-20,93.66428542733259,96.48493175739874,90.20267536253984,94.08510981456264,93.34380355996929,92.60249730537593,0.0,0.0
2020-04-21,92.07423029565187,96.48493175739874,90.20267536253984,94.08510981456264,93.34380355996929,92.60249730537593,-1.0,0.0
2020-04-22,91.89849278538188,96.48493175739874,90.20267536253984,94.08510981456264,93.34380355996929,92.60249730537593,-1.0,0.0
2020-04-23,92.18418284259127,96.47413397760839,90.20267536253984,94.0784367866522,93.33840467007411,92.59837255349602,-1.0,0.0
2020-04-24,93.36649807838448,96.28600116412622,90.20267536253984,93.96217070792022,93.24433826333302,92.52650581874583,-1.0,-10.0
2020-04-27,92.95188190376557,96.28600116412622,90.20267536253984,93.96217070792022,93.24433826333302,92.52650581874583,-1.0,0.0
2020-04-28,92.30508702145102,95.4764171201532,90.20267536253984,93.46184776874489,92.83954624134651,92.21724471394815,-1.0,0.0
2020-04-29,91.90368138658339,95.4764171201532,90.20267536253984,93.46184776874489,92.83954624134651,92.21724471394815,-1.0,0.0
2020-04-30,92.63600308074504,95.19871911165797,90.20267536253984,93.29023039949485,92.7006972370989,92.11116407470296,-1.0,0.0
2020-05-01,92.89900396847278,95.19871911165797,90.20267536253984,93.29023039949485,92.7006972370989,92.11116407470296,-1.0,-10.0
2020-05-04,92.47519580545915,95.19871911165797,90.20267536253984,93.29023039949485,92.7006972370989,92.11116407470296,-1.0,0.0
2020-05-05,92.88580975194984,95.19871911165797,90.20267536253984,93.29023039949485,92.7006972370989,92.11116407470296,-1.0,-10.0
2020-05-06,92.96347179142828,95.19871911165797,90.20267536253984,93.29023039949485,92.7006972370989,92.11116407470296,-1.0,-10.0
2020-05-07,93.73838778385459,95.19871911165797,90.20267536253984,93.29023039949485,92.7006972370989,92.11116407470296,-1.0,0.0
2020-05-08,93.1767453087527,95.19871911165797,90.20267536253984,93.29023039949485,92.7006972370989,92.11116407470296,-1.0,-10.0
2020-05-11,92.91461559147449,95.19871911165797,90.20267536253984,93.29023039949485,92.7006972370989,92.11116407470296,-1.0,-10.0
2020-05-12,92.60092906896877,95.19871911165797,90.20267536253984,93.29023039949485,92.7006972370989,92.11116407470296,-1.0,0.0
2020-05-13,91.43011711046307,95.19871911165797,90.20267536253984,93.29023039949485,92.7006972370989,92.11116407470296,-1.0,0.0
2020-05-14,91.66701333211472,95.19871911165797,90.20267536253984,93.29023039949485,92.7006972370989,92.11116407470296,-1.0,0.0
2020-05-15,91.87585754985864,95.19871911165797,90.20267536253984,93.29023039949485,92.7006972370989,92.11116407470296,-1.0,0.0
2020-05-18,91.87994831517261,95.19871911165797,90.20267536253984,93.29023039949485,92.7006972370989,92.11116407470296,-1.0,0.0
2020-05-19,91.69227860847249,95.19871911165797,90.20267536253984,93.29023039949485,92.7006972370989,92.11116407470296,-1.0,0.0
2020-05-20,90.55998201483216,95.19871911165797,90.20267536253984,93.29023039949485,92.7006972370989,92.11116407470296,-1.0,0.0
2020-05-21,90.22346575661987,95.19871911165797,90.20267536253984,93.29023039949485,92.7006972370989,92.11116407470296,-1.0,0.0
2020-05-22,89.94929414339845,95.19871911165797,89.94929414339845,93.19343877378283,92.5740066275282,91.95457448127358,-1.0,0.0
2020-05-25,89.30747232802116,95.19871911165797,89.30747232802116,92.9482628403087,92.25309571983956,91.55792859937043,-1.0,0.0
2020-05-26,89.17844375868836,95.19871911165797,89.17844375868836,92.89897392682357,92.18858143517316,91.47818894352275,-1.0,0.0
2020-05-27,89.50168444413998,95.19871911165797,89.17844375868836,92.89897392682357,92.18858143517316,91.47818894352275,-1.0,0.0
2020-05-28,91.0106331651084,95.19871911165797,89.17844375868836,92.89897392682357,92.18858143517316,91.47818894352275,-1.0,0.0
2020-05-29,91.15029541537388,95.19871911165797,89.17844375868836,92.89897392682357,92.18858143517316,91.47818894352275,-1.0,0.0
2020-06-01,91.35633572795209,95.19871911165797,89.17844375868836,92.89897392682357,92.18858143517316,91.47818894352275,-1.0,0.0
2020-06-02,91.29677899533915,95.19871911165797,89.17844375868836,92.89897392682357,92.18858143517316,91.47818894352275,-1.0,0.0
2020-06-03,89.76176202309992,95.19871911165797,89.17844375868836,92.89897392682357,92.18858143517316,91.47818894352275,-1.0,0.0
2020-06-04,89.74055092274055,95.19871911165797,89.17844375868836,92.89897392682357,92.18858143517316,91.47818894352275,-1.0,0.0
2020-06-05,89.78873509069336,95.19871911165797,89.17844375868836,92.89897392682357,92.18858143517316,91.47818894352275,-1.0,0.0
2020-06-08,91.7593287806816,95.19871911165797,89.17844375868836,92.89897392682357,92.18858143517316,91.47818894352275,-1.0,0.0
2020-06-09,91.6054400088567,95.19871911165797,89.17844375868836,92.89897392682357,92.18858143517316,91.47818894352275,-1.0,0.0
2020-06-10,91.8466778827236,95.19871911165797,89.17844375868836,92.89897392682357,92.18858143517316,91.47818894352275,-1.0,0.0
2020-06-11,91.8189084669594,95.19871911165797,89.17844375868836,92.89897392682357,92.18858143517316,91.47818894352275,-1.0,0.0
2020-06-12,90.88396603686377,95.19871911165797,89.17844375868836,92.89897392682357,92.18858143517316,91.47818894352275,-1.0,0.0
2020-06-15,91.7982242884758,95.19871911165797,89.17844375868836,92.89897392682357,92.18858143517316,91.47818894352275,-1.0,0.0
2020-06-16,92.3997707146252,95.19871911165797,89.17844375868836,92.89897392682357,92.18858143517316,91.47818894352275,-1.0,-10.0
2020-06-17,93.03259627225964,95.19871911165797,89.17844375868836,92.89897392682357,92.18858143517316,91.47818894352275,-1.0,0.0
2020-06-18,92.30508630842385,95.19871911165797,89.17844375868836,92.89897392682357,92.18858143517316,91.47818894352275,-1.0,-10.0
2020-06-19,93.42732175717273,95.19871911165797,89.17844375868836,92.89897392682357,92.18858143517316,91.47818894352275,-1.0,0.0
2020-06-22,92.30584090693891,93.83008268647689,89.17844375868836,92.05315661606167,91.50426322258262,90.95536982910357,-1.0,0.0
2020-06-23,92.77532658197913,93.83008268647689,89.17844375868836,92.05315661606167,91.50426322258262,90.95536982910357,-1.0,0.0
2020-06-24,94.52769108262711,94.52769108262711,89.17844375868836,92.4842786048825,91.85306742065774,91.22185623643297,-1.0,0.0
2020-06-25,93.73526202252256,94.52769108262711,89.17844375868836,92.4842786048825,91.85306742065774,91.22185623643297,-1.0,0.0
2020-06-26,93.28222383884034,94.52769108262711,89.17844375868836,92.4842786048825,91.85306742065774,91.22185623643297,-1.0,0.0
2020-06-29,93.36194493091045,94.52769108262711,89.17844375868836,92.4842786048825,91.85306742065774,91.22185623643297,1.0,0.0
2020-06-30,92.9591644076175,94.52769108262711,89.17844375868836,92.4842786048825,91.85306742065774,91.22185623643297,1.0,0.0
2020-07-01,91.71863366276459,94.52769108262711,89.17844375868836,92.4842786048825,91.85306742065774,91.22185623643297,1.0,10.0
2020-07-02,91.77348404260941,94.52769108262711,89.17844375868836,92.4842786048825,91.85306742065774,91.22185623643297,1.0,10.0
2020-07-03,90.92364107162852,94.52769108262711,89.17844375868836,92.4842786048825,91.85306742065774,91.22185623643297,1.0,0.0
2020-07-06,91.30251501613667,94.52769108262711,89.17844375868836,92.4842786048825,91.85306742065774,91.22185623643297,1.0,10.0
2020-07-07,90.56697562874963,94.52769108262711,89.17844375868836,92.4842786048825,91.85306742065774,91.22185623643297,1.0,0.0
2020-07-08,91.80692315276366,94.52769108262711,89.17844375868836,92.4842786048825,91.85306742065774,91.22185623643297,1.0,10.0
2020-07-09,91.18032051889467,94.52769108262711,89.17844375868836,92.4842786048825,91.85306742065774,91.22185623643297,1.0,0.0
2020-07-10,90.92267130593012,94.52769108262711,89.17844375868836,92.4842786048825,91.85306742065774,91.22185623643297,1.0,0.0
2020-07-13,91.57348507982587,94.52769108262711,89.17844375868836,92.4842786048825,91.85306742065774,91.22185623643297,1.0,10.0
2020-07-14,90.58879362667871,94.52769108262711,89.17844375868836,92.4842786048825,91.85306742065774,91.22185623643297,1.0,0.0
2020-07-15,90.77076157436201,94.52769108262711,89.17844375868836,92.4842786048825,91.85306742065774,91.22185623643297,1.0,0.0
2020-07-16,91.81647577778794,94.52769108262711,89.17844375868836,92.4842786048825,91.85306742065774,91.22185623643297,1.0,10.0
2020-07-17,90.53048919013897,94.52769108262711,89.17844375868836,92.4842786048825,91.85306742065774,91.22185623643297,-1.0,0.0
2020-07-20,90.67819627696481,94.52769108262711,89.17844375868836,92.4842786048825,91.85306742065774,91.22185623643297,-1.0,0.0
2020-07-21,90.88610251236355,94.52769108262711,89.17844375868836,92.4842786048825,91.85306742065774,91.22185623643297,-1.0,0.0
2020-07-22,91.5115608097854,94.52769108262711,89.17844375868836,92.4842786048825,91.85306742065774,91.22185623643297,-1.0,0.0
2020-07-23,90.52200024108294,94.52769108262711,89.17844375868836,92.4842786048825,91.85306742065774,91.22185623643297,-1.0,0.0
2020-07-24,89.46563495061551,94.52769108262711,89.17844375868836,92.4842786048825,91.85306742065774,91.22185623643297,-1.0,0.0
2020-07-27,89.88318820310903,94.52769108262711,89.17844375868836,92.4842786048825,91.85306742065774,91.22185623643297,-1.0,0.0
2020-07-28,90.12077594169557,94.52769108262711,89.17844375868836,92.4842786048825,91.85306742065774,91.22185623643297,-1.0,0.0
2020-07-29,90.32117022197228,94.52769108262711,89.17844375868836,92.4842786048825,91.85306742065774,91.22185623643297,-1.0,0.0
2020-07-30,90.59832878956986,94.52769108262711,89.17844375868836,92.4842786048825,91.85306742065774,91.22185623643297,-1.0,0.0
2020-07-31,90.05430901230707,94.52769108262711,89.17844375868836,92.4842786048825,91.85306742065774,91.22185623643297,-1.0,0.0
2020-08-03,90.24011197003587,94.52769108262711,89.17844375868836,92.4842786048825,91.85306742065774,91.22185623643297,-1.0,0.0
2020-08-04,90.47456994867481,94.52769108262711,89.46563495061551,92.59398564019868,91.99666301662131,91.39934039304394,-1.0,0.0
2020-08-05,89.90308881425372,94.52769108262711,89.46563495061551,92.59398564019868,91.99666301662131,91.39934039304394,-1.0,0.0
2020-08-06,91.39570842316952,94.52769108262711,89.46563495061551,92.59398564019868,91.99666301662131,91.39934039304394,-1.0,0.0
2020-08-07,91.77477475989895,94.52769108262711,89.46563495061551,92.59398564019868,91.99666301662131,91.39934039304394,-1.0,0.0
2020-08-10,90.82173196213684,94.52769108262711,89.46563495061551,92.59398564019868,91.99666301662131,91.39934039304394,-1.0,0.0
2020-08-11,91.3469748490439,94.52769108262711,89.46563495061551,92.59398564019868,91.99666301662131,91.39934039304394,-1.0,0.0
2020-08-12,90.56722951286204,94.52769108262711,89.46563495061551,92.59398564019868,91.99666301662131,91.39934039304394,-1.0,0.0
2020-08-13,91.196897195856,94.52769108262711,89.46563495061551,92.59398564019868,91.99666301662131,91.39934039304394,-1.0,0.0
2020-08-14,92.12377365906192,94.52769108262711,89.46563495061551,92.59398564019868,91.99666301662131,91.39934039304394,-1.0,-10.0
2020-08-17,91.46722780438056,94.52769108262711,89.46563495061551,92.59398564019868,91.99666301662131,91.39934039304394,-1.0,0.0
2020-08-18,92.237928707776,94.52769108262711,89.46563495061551,92.59398564019868,91.99666301662131,91.39934039304394,-1.0,-10.0
2020-08-19,92.56815344932521,94.52769108262711,89.46563495061551,92.59398564019868,91.99666301662131,91.39934039304394,-1.0,-10.0
2020-08-20,93.22580157732081,94.52769108262711,89.46563495061551,92.59398564019868,91.99666301662131,91.39934039304394,-1.0,0.0
2020-08-21,94.74323596344396,94.74323596344396,89.46563495061551,92.7271923765435,92.10443545702974,91.48167853751598,-1.0,0.0
2020-08-24,94.54692547064167,94.74323596344396,89.46563495061551,92.7271923765435,92.10443545702974,91.48167853751598,-1.0,0.0
2020-08-25,93.94393653915567,94.74323596344396,89.46563495061551,92.7271923765435,92.10443545702974,91.48167853751598,1.0,0.0
2020-08-26,93.23232499545526,94.74323596344396,89.46563495061551,92.7271923765435,92.10443545702974,91.48167853751598,1.0,0.0
2020-08-27,92.57967676748291,94.74323596344396,89.46563495061551,92.7271923765435,92.10443545702974,91.48167853751598,1.0,0.0
2020-08-28,92.51799539995162,94.74323596344396,89.46563495061551,92.7271923765435,92.10443545702974,91.48167853751598,1.0,0.0
2020-08-31,92.79091697980493,94.74323596344396,89.46563495061551,92.7271923765435,92.10443545702974,91.48167853751598,1.0,0.0
2020-09-01,93.01226961926895,94.74323596344396,89.46563495061551,92.7271923765435,92.10443545702974,91.48167853751598,1.0,0.0
2020-09-02,93.67401621849777,94.74323596344396,89.46563495061551,92.7271923765435,92.10443545702974,91.48167853751598,1.0,0.0
2020-09-03,93.6844177320001,94.74323596344396,89.46563495061551,92.7271923765435,92.10443545702974,91.48167853751598,1.0,0.0
2020-09-04,94.84724499372595,94.84724499372595,89.46563495061551,92.79146995725776,92.15643997217073,91.5214099870837,1.0,0.0
2020-09-07,94.63551952713559,94.84724499372595,89.46563495061551,92.79146995725776,92.15643997217073,91.5214099870837,1.0,0.0
2020-09-08,96.81165486040729,96.81165486040729,89.46563495061551,94.00547525486682,93.1386449055114,92.27181455615597,1.0,0.0
2020-09-09,97.31218873861928,97.31218873861928,89.46563495061551,94.31480519160185,93.3889118446174,92.46301849763296,1.0,0.0
2020-09-10,96.62646269348626,97.31218873861928,89.46563495061551,94.31480519160185,93.3889118446174,92.46301849763296,1.0,0.0
2020-09-11,95.76974869503736,97.31218873861928,89.46563495061551,94.31480519160185,93.3889118446174,92.46301849763296,1.0,0.0
2020-09-14,96.15572662723191,97.31218873861928,89.46563495061551,94.31480519160185,93.3889118446174,92.46301849763296,1.0,0.0
2020-09-15,95.97695639897124,97.31218873861928,89.46563495061551,94.31480519160185,93.3889118446174,92.46301849763296,1.0,0.0
2020-09-16,96.5481567942449,97.31218873861928,89.46563495061551,94.31480519160185,93.3889118446174,92.46301849763296,1.0,0.0
2020-09-17,96.92674689390374,97.31218873861928,89.46563495061551,94.31480519160185,93.3889118446174,92.46301849763296,1.0,0.0
2020-09-18,96.86848376377824,97.31218873861928,89.46563495061551,94.31480519160185,93.3889118446174,92.46301849763296,1.0,0.0
2020-09-21,96.19104878932353,97.31218873861928,89.46563495061551,94.31480519160185,93.3889118446174,92.46301849763296,1.0,0.0
2020-09-22,94.97917100957483,97.31218873861928,89.46563495061551,94.31480519160185,93.3889118446174,92.46301849763296,1.0,0.0
2020-09-23,94.62195904792122,97.31218873861928,89.46563495061551,94.31480519160185,93.3889118446174,92.46301849763296,1.0,0.0
2020-09-24,95.30707808337999,97.31218873861928,89.46563495061551,94.31480519160185,93.3889118446174,92.46301849763296,1.0,0.0
2020-09-25,95.47835307868415,97.31218873861928,89.46563495061551,94.31480519160185,93.3889118446174,92.46301849763296,1.0,0.0
2020-09-28,94.48176205571457,97.31218873861928,89.46563495061551,94.31480519160185,93.3889118446174,92.46301849763296,1.0,0.0
2020-09-29,94.62030679639551,97.31218873861928,89.46563495061551,94.31480519160185,93.3889118446174,92.46301849763296,1.0,0.0
2020-09-30,94.92856070017858,97.31218873861928,89.46563495061551,94.31480519160185,93.3889118446174,92.46301849763296,1.0,0.0
2020-10-01,94.22147475121767,97.31218873861928,89.46563495061551,94.31480519160185,93.3889118446174,92.46301849763296,1.0,0.0
2020-10-02,94.34445483597409,97.31218873861928,89.88318820310903,94.47431053405437,93.59768847086416,92.72106640767394,1.0,0.0
2020-10-05,94.39102181073089,97.31218873861928,89.90308881425372,94.48191256751164,93.6076387764365,92.73336498536136,1.0,0.0
2020-10-06,93.4766455724664,97.31218873861928,89.90308881425372,94.48191256751164,93.6076387764365,92.73336498536136,1.0,10.0
2020-10-07,93.76287546074502,97.31218873861928,89.90308881425372,94.48191256751164,93.6076387764365,92.73336498536136,1.0,0.0
2020-10-08,94.21150308183961,97.31218873861928,89.90308881425372,94.48191256751164,93.6076387764365,92.73336498536136,1.0,0.0
2020-10-09,95.07794407637984,97.31218873861928,89.90308881425372,94.48191256751164,93.6076387764365,92.73336498536136,1.0,0.0
2020-10-12,95.92098571800776,97.31218873861928,89.90308881425372,94.48191256751164,93.6076387764365,92.73336498536136,1.0,0.0
2020-10-13,94.81885022364209,97.31218873861928,89.90308881425372,94.48191256751164,93.6076387764365,92.73336498536136,1.0,0.0
2020-10-14,94.06859019170999,97.31218873861928,90.56722951286204,94.73561431438002,93.93970912574066,93.14380393710131,1.0,0.0
2020-10-15,94.48061840547692,97.31218873861928,90.56722951286204,94.73561431438002,93.93970912574066,93.14380393710131,1.0,0.0
2020-10-16,94.89164716620668,97.31218873861928,90.56722951286204,94.73561431438002,93.93970912574066,93.14380393710131,1.0,0.0
2020-10-19,95.30368531525151,97.31218873861928,90.56722951286204,94.73561431438002,93.93970912574066,93.14380393710131,1.0,0.0
2020-10-20,98.3858705077753,98.3858705077753,90.56722951286204,95.39914964771843,94.47655001031868,93.5539503729189,1.0,0.0
2020-10-21,98.84258291632983,98.84258291632983,91.196897195856,95.92193097110882,95.01974005609291,94.117549141077,1.0,0.0
2020-10-22,99.75103542847431,99.75103542847431,91.46722780438056,96.5866209160705,95.60913161642743,94.63164231678437,1.0,0.0
2020-10-23,100.51423683926888,100.51423683926888,91.46722780438056,97.05827938794154,95.99073232182471,94.92318525570789,1.0,0.0
2020-10-26,101.03534984031351,101.03534984031351,92.237928707776,97.67473496768419,96.63663927404477,95.59854358040533,1.0,0.0
2020-10-27,100.78313444460123,101.03534984031351,92.51799539995162,97.78172044409527,96.77667262013256,95.77162479616986,1.0,0.0
2020-10-28,101.39030982099585,101.39030982099585,92.51799539995162,98.00108571215695,96.95415261047373,95.90721950879052,1.0,0.0
2020-10-29,100.77204964936578,101.39030982099585,92.51799539995162,98.00108571215695,96.95415261047373,95.90721950879052,1.0,0.0
2020-10-30,100.58259476397379,101.39030982099585,92.51799539995162,98.00108571215695,96.95415261047373,95.90721950879052,1.0,0.0
2020-11-02,100.1943039257105,101.39030982099585,92.51799539995162,98.00108571215695,96.95415261047373,95.90721950879052,1.0,0.0
2020-11-03,100.25980323721956,101.39030982099585,92.51799539995162,98.00108571215695,96.95415261047373,95.90721950879052,1.0,0.0
2020-11-04,102.11153009055836,102.11153009055836,92.51799539995162,98.44679983874659,97.314762745255,96.18272565176339,1.0,0.0
2020-11-05,100.61771793648496,102.11153009055836,92.51799539995162,98.44679983874659,97.314762745255,96.18272565176339,1.0,0.0
2020-11-06,101.16672608878457,102.11153009055836,92.79091697980493,98.55105588225055,97.45122353518164,96.35139118811274,1.0,0.0
2020-11-09,99.87655339183286,102.11153009055836,93.01226961926895,98.63561259052581,97.56189985491366,96.4881871193015,1.0,0.0
2020-11-10,99.4990078992013,102.11153009055836,93.4766455724664,98.81300420464723,97.79408783151237,96.77517145837753,1.0,0.0
2020-11-11,100.3701683767752,102.11153009055836,93.4766455724664,98.81300420464723,97.79408783151237,96.77517145837753,1.0,0.0
2020-11-12,100.42159239205156,102.11153009055836,93.4766455724664,98.81300420464723,97.79408783151237,96.77517145837753,1.0,0.0
2020-11-13,99.55939656970813,102.11153009055836,93.4766455724664,98.81300420464723,97.79408783151237,96.77517145837753,1.0,0.0
2020-11-16,98.98715360230015,102.11153009055836,93.4766455724664,98.81300420464723,97.79408783151237,96.77517145837753,1.0,0.0
2020-11-17,99.53083180144789,102.11153009055836,93.4766455724664,98.81300420464723,97.79408783151237,96.77517145837753,1.0,0.0
2020-11-18,98.94653849607418,102.11153009055836,93.4766455724664,98.81300420464723,97.79408783151237,96.77517145837753,1.0,0.0
2020-11-19,99.11970536773977,102.11153009055836,93.4766455724664,98.81300420464723,97.79408783151237,96.77517145837753,1.0,0.0
2020-11-20,99.15616283966281,102.11153009055836,93.4766455724664,98.81300420464723,97.79408783151237,96.77517145837753,1.0,0.0
2020-11-23,98.63488256157817,102.11153009055836,93.4766455724664,98.81300420464723,97.79408783151237,96.77517145837753,1.0,0.0
2020-11-24,100.35003783303843,102.11153009055836,93.4766455724664,98.81300420464723,97.79408783151237,96.77517145837753,1.0,0.0
2020-11-25,100.85717305089283,102.11153009055836,93.4766455724664,98.81300420464723,97.79408783151237,96.77517145837753,1.0,0.0
2020-11-26,99.23705898156675,102.11153009055836,93.4766455724664,98.81300420464723,97.79408783151237,96.77517145837753,1.0,0.0
2020-11-27,99.38622243338229,102.11153009055836,93.4766455724664,98.81300420464723,97.79408783151237,96.77517145837753,1.0,0.0
2020-11-30,98.85679326156757,102.11153009055836,93.4766455724664,98.81300420464723,97.79408783151237,96.77517145837753,1.0,0.0
2020-12-01,99.53873992940456,102.11153009055836,93.4766455724664,98.81300420464723,97.79408783151237,96.77517145837753,1.0,0.0
2020-12-02,98.9047233386584,102.11153009055836,93.4766455724664,98.81300420464723,97.79408783151237,96.77517145837753,1.0,0.0
2020-12-03,98.81293418548488,102.11153009055836,93.4766455724664,98.81300420464723,97.79408783151237,96.77517145837753,1.0,0.0
2020-12-04,99.21692400866924,102.11153009055836,93.4766455724664,98.81300420464723,97.79408783151237,96.77517145837753,1.0,0.0
2020-12-07,99.90952816400534,102.11153009055836,93.4766455724664,98.81300420464723,97.79408783151237,96.77517145837753,1.0,0.0
2020-12-08,98.94929103836071,102.11153009055836,93.4766455724664,98.81300420464723,97.79408783151237,96.77517145837753,1.0,0.0
2020-12-09,98.68169004968796,102.11153009055836,93.4766455724664,98.81300420464723,97.79408783151237,96.77517145837753,1.0,0.0
2020-12-10,98.3017338007592,102.11153009055836,93.4766455724664,98.81300420464723,97.79408783151237,96.77517145837753,1.0,0.0
